X,Y,objectid,lea_school,ptmoved,comments,reviewed,school_nam,principal,street_lon,phys_addr,phys_city,phys_zip,phone,mail_addr,mail_city,mail_zip,fax,url_addres,county,accr_stat,sch_desg,sch_type,sch_ptype,sch_ctype,ext_hours,num_teach,bgn_grade,end_grade,pre_k,elem,middle,high,early_coll
613086.374899998,117311.281199999,164,780400, ,point verified,1,Saint Pauls Elementary,Robert Locklear,222 Martin Luther King Drive,222 Martin Luther King Drive,Saint Pauls,28384,9108654103,PO Box 398,Saint Pauls,28384,9108653951,http://www.robeson.k12.nc.us/schools.cfm?id=spes&,Robeson,SA,Public,Regular School,None,Traditional,-,53,PK,05,yes,yes, , , 
601473.187600002,121331.288899999,165,780392, , , ,RexRennert Elementary,Paul Locklear,11780 Rennert Road,11780 Rennert Road,Shannon,28386,9108435298,11780 Rennert Road,Shannon,28386,9108438533,http://www.robeson.k12.nc.us/schools.cfm?id=renne,Robeson,SA,Public,Regular School,None,Traditional,-,25,PK,05,yes,yes, , , 
586256.375200003,88232.3748999983,166,780402, , , ,South Robeson High,Larry Brooks,3268 South Robeson Rd,3268 South Robeson Rd,Rowland,28383,9104223987,3268 South Robeson Rd,Rowland,28383,9104223221,http://www.robeson.k12.nc.us/schools.cfm?id=srhs&,Robeson,SA,Public,Regular School,None,Traditional,-,53,09,12, , , ,yes, 
582251.749799997,86836.5782999992,167,780408, , , ,Southside/Ashpole Elem,Dacia Bullard,607 S Martin L King Jr St,607 S Martin L King Jr St,Rowland,28383,9104223791,607 S Martin L King Jr St,Rowland,28383,9104223105,http://www.robeson.k12.nc.us/schools.cfm?id=saes&,Robeson,SA,Public,Regular School,None,Traditional,-,25,PK,05,yes,yes, , , 
600865.0,80873.0778999999,168,780325, , , ,Fairmont High,Ronald Prater,5419 Old Stage Road,5419 Old Stage Road,Fairmont,28340,9106286727,5419 Old Stage Road,Fairmont,28340,9106280652,http://www.robeson.k12.nc.us/schools.cfm?id=fhs&S,Robeson,SA,Public,Regular School,None,Traditional,-,57,09,12, , , ,yes, 
608646.125100002,79260.1328000017,169,780352, , , ,Orrum Middle,Chris Burton,1684 South Creek Road,1684 South Creek Road,Orrum,28369,9106288408,PO Box 129,Orrum,28369,9106286285,http://www.robeson.k12.nc.us/schools.cfm?id=orrum,Robeson,SA,Public,Regular School,None,Traditional,-,28,05,08, , ,yes, , 
613459.312600002,87438.2109999992,170,780340, ,point verified,1,Long Branch Elementary,Penny Britt,10218 NC 72 East,10218 NC 72 East,Lumberton,28358,9107393864,10218 NC 72 East,Lumberton,28358,9107398710,http://www.robeson.k12.nc.us/schools.cfm?id=longb,Robeson,SA,Public,Regular School,None,Traditional,-,27,PK,04,yes,yes, , , 
616581.125100002,97024.8438000008,171,780322, ,point verified,1,East Robeson Primary,Melissa Flowers,4840 7th Street Road,4840 7th Street Road,Lumberton,28358,9106716055,4840 7th Street Road,Lumberton,28358,9107386639,http://www.robeson.k12.nc.us/schools.cfm?id=erobe,Robeson,SA,Public,Regular School,None,Traditional,-,36,KG,03, ,yes, , , 
617248.312299997,99322.9063000008,172,780336, ,point verified,1,Littlefield Middle,Wesley Floyd,9674 NC Hwy 41 N,9674 NC Hwy 41 N,Lumberton,28358,9106716065,9674 NC Hwy 41 N,Lumberton,28358,9106716068,http://www.robeson.k12.nc.us/schools.cfm?id=lms&s,Robeson,SA,Public,Regular School,None,Traditional,-,48,04,08, , ,yes, , 
587012.937299997,104892.281300001,173,780420, ,point verified,1,Purnell Swett High,Antonio Wilkins,11344 Deep Branch Road,11344 Deep Branch Road,Pembroke,28372,9105213253,PO Box 1210,Pembroke,28372,9105212956,http://www.robeson.k12.nc.us/schools.cfm?id=swett,Robeson,SA,Public,Regular School,None,Traditional,-,108,09,12, , , ,yes, 
591836.1875,102613.3906,174,780364, , , ,Pembroke Elementary,Tona jacobs,505 South Jones Street,505 South Jones Street,Pembroke,28372,9105214204,PO Box 878,Pembroke,28372,9105213510,http://www.robeson.k12.nc.us/schools.cfm?id=pes&s,Robeson,SA,Public,Regular School,None,Traditional,-,45,PK,05,yes,yes, , , 
590332.875,102602.734499998,175,780368, , , ,Pembroke Middle,Chris Clark,8910 Deep Branch Road,8910 Deep Branch Road,Pembroke,28372,9105225013,PO Box 1148,Pembroke,28372,9105211562,http://www.robeson.k12.nc.us/schools.cfm?id=pms&s,Robeson,SA,Public,Regular School,None,Traditional,-,49,06,08, , ,yes, , 
578024.75,109052.359499998,176,780390, , , ,R B Dean Elementary,Jestine Wade,202 S Hooper St,202 S Hooper St,Maxton,28364,9108445982,202 S Hooper St,Maxton,28364,9108449419,http://www.robeson.k12.nc.us/schools.cfm?id=rbdea,Robeson,SA,Public,Regular School,None,Traditional,-,18,PK,04,yes,yes, , , 
585983.3125,117133.640799999,177,780356, , , ,Oxendine Elementary,Katie Brewer,5599 Oxendine School Rd,5599 Oxendine School Rd,Maxton,28364,9108434243,5599 Oxendine School Rd,Maxton,28364,9108439144,http://www.robeson.k12.nc.us/schools.cfm?id=oxend,Robeson,SA,Public,Regular School,None,Traditional,-,24,PK,06,yes,yes, , , 
607566.5625,95473.6403999999,178,780417, , , ,W H Knuckles,Adrian Sinclair-Davis,1520 Martin L King Dr,1520 Martin L King Dr,Lumberton,28358,9106716020,1520 Martin L King Dr,Lumberton,28358,9106714380,http://www.robeson.k12.nc.us/schools.cfm?id=knuck,Robeson,SA,Public,Regular School,None,Traditional,-,18,PK,04,yes,yes, , , 
586960.625100002,98246.3671000004,179,780416, ,point verified,1,Union Elementary,Darlene Cummings,2547 NC Hwy 710 South,2547 NC Hwy 710 South,Rowland,28383,9105214272,2547 NC Hwy 710 South,Rowland,28383,9105220167,http://www.robeson.k12.nc.us/schools.cfm?id=union,Robeson,SA,Public,Regular School,None,Traditional,-,27,PK,06,yes,yes, , , 
609270.500200003,106654.929499999,180,780344, , , ,Magnolia Elementary,Christina McMillian,10928 US 301 North,10928 US 301 North,Lumberton,28360,9106716070,10928 US 301 North,Lumberton,28360,9107384182,http://www.robeson.k12.nc.us/schools.cfm?id=magno,Robeson,SA,Public,Regular School,None,Traditional,-,53,PK,08,yes,yes,yes, , 
606087.124799997,103908.999899998,181,780376, , , ,Piney Grove Elementary,Jill Hathaway,1680 Piney Grove Road,1680 Piney Grove Road,Lumberton,28358,9106716025,1680 Piney Grove Road,Lumberton,28358,9106716010,http://www.robeson.k12.nc.us/schools.cfm?id=piney,Robeson,SA,Public,Regular School,None,Traditional,-,39,PK,06,yes,yes, , , 
598311.187299997,93240.0623000003,182,780331, , , ,Robeson Co Career Ctr,Mark Smith,1339 Hilly Branch Road,1339 Hilly Branch Road,Lumberton,28359,9106716095,PO Box 2909,Lumberton,28359,9106716053,http://www.robeson.k12.nc.us/schools.cfm?id=caree,Robeson, ,Public,Vocational Education,None,Traditional,-,19,NG,NG, , , , , 
655436.304799996,140410.508299999,183,820376,"yes, 2012",down the street,1,Salemburg Elementary,Gerald Johnson,404 College Street,404 College Street,Salemburg,28385,9105255547,PO Box 9,Salemburg,28385,9105254002,http://www.sampson.k12.nc.us/ses/index.htm,Sampson,SA,Public,Regular School,None,Traditional,-,29,KG,05, ,yes, , , 
653124.499899998,133776.3281,184,820312, ,point verified,1,Roseboro Elementary,Tonya Colwell,705 Gold St,180 Butler Island Road,Roseboro,28382,9105254538,PO Box 829,Roseboro,28382,9105253032,http://www.sampson.k12.nc.us/,Sampson,SA,Public,Regular School,None,Traditional,-,26,PK,05,yes,yes, , , 
858431.937600002,243500.2498,185,890308, ,point verified,1,Tyrrell Elementary,Linda Sutton,486 Elementary School Road,486 Elementary School Road,Columbia,27925,2527963881,486 Elementary School Road,Columbia,27925,2527960544,http://www.tyrrell.k12.nc.us/tes/,Tyrrell, ,Public,Regular School,None,Traditional,-,19,PK,05,yes,yes, , , 
681488.687600002,285403.593800001,186,930344, , , ,South Warren Elementary,Chelsa Jennings,216 Shocco Springs Rd,216 Shocco Springs Rd,Warrenton,27589,2522574606,216 Shocco Springs Rd,Warrenton,27589,2522577123,http://www.warrenk12nc.org/schools.php?id=4,Warren,SA,Public,Regular School,None,Traditional,-,11,PK,05,yes,yes, , , 
682693.125100002,300579.906199999,187,930340, , , ,Northside Elementary,Shelia Washington,164 Elementary Ave,164 Elementary Ave,Norlina,27563,2524562656,164 Elementary Ave,Norlina,27563,2524562043,http://www.warrenk12nc.org/schools.php?id=3,Warren,SA,Public,Regular School,None,Year Round,-,23,PK,05,yes,yes, , , 
699395.749899998,296827.218800001,188,930348, , , ,Vaughan Elementary,Renee Mizelle,110 Mat Nelson Road,2936 US Hwy 158E,Macon,27551,2522576802,2936 US Hwy 158E,Vaughan,27586,2525867350,http://www.wcsk12.org/schools.php?id=5,Warren,SA,Public,Regular School,None,Traditional,-,15,PK,05,yes,yes, , , 
684416.8125,297908.125,189,930352, , , ,Warren County High,Warren Bell,149 Campus Drive,149 Campus Drive,Warrenton,27589,2522574413,149 Campus Drive,Warrenton,27589,2522571019,http://www.warrenk12nc.org/schools.php?id=7,Warren,SA,Public,Regular School,None,Traditional,-,44,09,12, , , ,yes, 
683951.875,297759.1875,190,930354, , , ,Warren County Middle,Wray Cannaday,118 Campus Drive,118 Campus Drive,Warrenton,27589,2522573751,118 Campus Drive,Warrenton,27589,2522574532,http://www.warrenk12nc.org/schools.php?id=6,Warren,SA,Public,Regular School,None,Traditional,-,40,06,08, , ,yes, , 
844726.937700003,238141.718800001,191,940308, , , ,Creswell High,Sharon Cherry,115 West Middle Street,115 West Middle Street,Creswell,27928,2527974766,PO Box 188,Creswell,27928,2527974651,http://www.washingtonco.k12.nc.us/CHS/chs.htm,Washington, ,Public,Regular School,None,Traditional,-,15,07,12, , ,yes,yes, 
817926.125100002,237915.906199999,192,940314, ,point verified,1,Pines Elementary,Yanisha Mann,3177 US Hwy 64E,3177 US Hwy 64E,Plymouth,27962,2527931137,3177 US Hwy 64E,Plymouth,27962,2527931105,http://www.washingtonco.k12.nc.us/PES/pes.htm,Washington,SA,Public,Regular School,None,Traditional,-,34,PK,04,yes,yes, , , 
825389.000100002,237905.359299999,193,940328, , , ,Washington County Union,Kevin Cutler,37 E Mill Pond Rd,37 E Mill Pond Rd,Roper,27970,2527932835,PO Box 309,Roper,27970,2527934411,http://www.washingtonco.k12.nc.us/WCU/wcu.htm,Washington,SA,Public,Regular School,None,Traditional,-,31,05,08, , ,yes, , 
813743.25,237541.9375,194,940316, ,point verified,1,Plymouth High,Jamie Liverman,E Main St,E Main St,Plymouth,27962,2527933031,PO Box 827,Plymouth,27962,2527933986,http://www.washingtonco.k12.nc.us/PHS/index.htm,Washington,SA,Public,Regular School,None,Traditional,-,31,09,12, , , ,yes, 
716619.499899998,290592.9373,195,420304, , , ,Aurelian Springs Elementary,Dwayne Jordan,10536 Hwy 48,10536 Hwy 48,Littleton,27850,2525864944,10536 Hwy 48,Littleton,27850,2525862701,http://www.halifax.k12.nc.us,Halifax,SA,Public,Regular School,None,Traditional,-,26,PK,05,yes,yes, , , 
751084.0625,264809.875,196,420356, ,point verified,1,Scotland Neck Primary,Gary Cox,901 Jr High Sch Rd,901 Jr High Sch Rd,Scotland Neck,27874,2528264413,901 Jr High Sch Rd,Scotland Neck,27874,2528264309,http://www.halifax.k12.nc.us,Halifax,SA,Public,Regular School,None,Traditional,-,9,PK,03,yes,yes, , , 
704668.062299997,278694.187399998,197,420336, , , ,Hollister Elementary,Carla Amason,37432 Hwy 561,37432 Hwy 561,Hollister,27844,2525864344,37432 Hwy 561,Hollister,27844,2525866124,http://www.halifax.k12.nc.us,Halifax,SA,Public,Regular School,None,Traditional,-,13,PK,05,yes,yes, , , 
739903.8125,274900.750100002,198,420358, , , ,Southeast Halifax High,Melany Alexander-Paden,16683 Hwy 125,16683 Hwy 125,Halifax,27839,2524452027,16683 Hwy 125,Halifax,27839,2524453463,http://www.halifax.k12.nc.us,Halifax,SA,Public,Regular School,None,Traditional,-,31,09,12, , , ,yes, 
726794.818999998,270044.394200001,199,420324,"yes, 2012",down the street,1,Enfield Middle,Jacqueline Williams,13723 Hwy 481,13723 Hwy 481,Enfield,27823,2524455502,13723 Hwy 481,Enfield,27823,2524453600,http://www.halifax.k12.nc.us,Halifax,SA,Public,Regular School,None,Traditional,-,19,06,08, , ,yes, , 
718167.3125,293309.156399999,200,420346, , , ,Northwest High,Marvin Bradley,8492 Hwy 48,8492 Hwy 48,Littleton,27850,2525864125,8492 Hwy 48,Littleton,27850,2525866240,http://www.halifax.k12.nc.us,Halifax, ,Public,Regular School,None,Traditional,-,41,09,12, , , ,yes, 
720902.25,299458.843699999,201,420328, , , ,Everetts Elementary,Dennis Taylor,458 Everetts School Rd,458 Everetts School Rd,Roanoke Rapids,27870,2525375484,458 Everetts School Rd,Roanoke Rapids,27870,2525378402,http://www.halifax.k12.nc.us,Halifax,SA,Public,Regular School,None,Traditional,-,21,PK,05,yes,yes, , , 
722583.187299997,279638.874899998,202,420348, , , ,Pittman Elementary,Mona Gilliam,25041 Hwy 561,25041 Hwy 561,Enfield,27823,2524455268,25041 Hwy 561,Enfield,27823,2524452511,http://www.halifax.k12.nc.us,Halifax,SA,Public,Regular School,None,Traditional,-,13,PK,05,yes,yes, , , 
722078.124799997,299676.6877,203,420376, , , ,William R Davie Middle,Victor Fenner,4391 Hwy 158,4391 Hwy 158,Roanoke Rapids,27870,2525190300,4391 Hwy 158,Roanoke Rapids,27870,2525190222,http://www.halifax.k12.nc.us,Halifax,SA,Public,Regular School,None,Traditional,-,37,06,08, , ,yes, , 
617103.325000003,169974.0218,204,430304, ,point verified,1,Anderson Creek Primary,Leanne O'Quinn,914 Anderson Creek Sch Rd,914 Anderson Creek Sch Rd,Bunnlevel,28323,9108934523,914 Anderson Creek Sch Rd,Bunnlevel,28323,9108936752,http://www.harnett.k12.nc.us/schools/anderson/,Harnett, ,Public,Regular School,None,Traditional,-,33,P0,02, ,yes, , , 
619191.125,171721.874899998,205,430376, , , ,South Harnett Elementary,Brian Graham,8335 NC 210 South,8335 NC 210 South,Bunnlevel,28323,9108939153,8335 NC 210 South,Bunnlevel,28323,9108935726,http://www.harnett.k12.nc.us/schools/sharnett/,Harnett, ,Public,Regular School,None,Traditional,-,31,03,05, ,yes, , , 
633567.312700003,194597.859200001,206,430308, , , ,Angier Elementary,Virginia Taylor,130 E McIver St,130 E McIver St,Angier,27501,9196392635,130 E McIver St,Angier,27501,9196399583,http://www.harnett.k12.nc.us/schools/angier/,Harnett, ,Public,Regular School,None,Traditional,-,31,03,05, ,yes, , , 
626634.062700003,193646.9531,207,430352, , , ,LaFayette Elementary,Sonya Yates,108 LaFayette Sch Rd,108 LaFayette Sch Rd,Kipling,27543,9195524353,PO Box 129,Kipling,27543,9195573066,http://www.harnett.k12.nc.us/schools/lafayette/,Harnett, ,Public,Regular School,None,Traditional,-,42,KG,05, ,yes, , , 
629607.125200003,191705.046999998,208,430368, , , ,North Harnett Primary,Monica Thompson,282 N Harnett School Rd,282 N Harnett School Rd,Angier,27501,9196394480,282 N Harnett School Rd,Angier,27501,9196397064,http://www.harnett.k12.nc.us/schools/nharnett/,Harnett, ,Public,Regular School,None,Traditional,-,32,P0,02, ,yes, , , 
600626.749899998,171964.453000002,209,430348, , , ,Johnsonville Elementary,Christy Thomas,18495 NC HWY 27 West,18495 NC HWY 27 West,Cameron,28326,9194994912,18495 NC HWY 27 West,Cameron,28326,9194991402,http://www.harnett.k12.nc.us/schools/johnsonville/,Harnett, ,Public,Regular School,None,Traditional,-,35,KG,05, ,yes, , , 
601079.312600002,178509.796700001,210,430312, , , ,Benhaven Elementary,Lora Street,2815 Olivia Road,2815 Olivia Road,Olivia,28368,9194994811,PO Box 9,Olivia,28368,9194991401,http://www.harnett.k12.nc.us/schools/benhaven/,Harnett, ,Public,Regular School,None,Traditional,-,36,KG,05, ,yes, , , 
613188.624799997,185015.437399998,211,430316, ,point verified,1,Boone Trail Elementary,Brookie Ferguson,8500 Old US 421,1425 Adcock Road,Lillington,27546,9108934013,PO Box A,Mamers,27552,9108936865,http://www.harnett.k12.nc.us/schools/boone/,Harnett, ,Public,Regular School,None,Traditional,-,36,KG,05, ,yes, , , 
633571.875,184376.9221,212,430320, , , ,Buies Creek Elementary,Sharon Johnson,340 Main Street,340 Main Street,Buies Creek,27506,9108933505,PO Box 68,Buies Creek,27506,9108936979,http://www.harnett.k12.nc.us/schools/buies/,Harnett, ,Public,Regular School,None,Traditional,-,19,KG,05, ,yes, , , 
639387.75,184574.031399999,213,430328, ,point verified,1,Coats Elementary,Sandra Howard,585 Brick Mill Road,585 Brick Mill Road,Coats,27521,9108978353,585 Brick Mill Road,Coats,27521,9108974737,http://www.harnett.k12.nc.us/schools/coats/,Harnett, ,Public,Regular School,None,Traditional,-,46,P0,05, ,yes, , , 
639537.187299997,176167.5781,214,430340, , , ,Gentry Primary,Frances McDonald,114 Porter Drive,114 Porter Drive,Erwin,28339,9108975711,114 Porter Drive,Erwin,28339,9108974543,http://www.harnett.k12.nc.us/schools/gentry/,Harnett, ,Public,Regular School,None,Traditional,-,18,KG,02, ,yes, , , 
640046.187600002,176266.093600001,215,430378, , , ,Triton High,Chip Mangum,215 Maynard Lake Road,215 Maynard Lake Road,Erwin,28339,9108978121,215 Maynard Lake Road,Erwin,28339,9108973148,http://www.harnett.k12.nc.us/schools/triton/,Harnett,SA,Public,Regular School,None,Traditional,-,87,09,12, , , ,yes, 
585410.187299997,129260.593699999,216,470330, , , ,Hawk Eye Elementary,Bridget Parnell-Hayes,4321 Old Maxton Road,4321 Old Maxton Road,Red Springs,28377,9108752470,4321 Old Maxton Road,Red Springs,28377,9108751702,http://www.hcs.k12.nc.us/hees/default.htm,Hoke,SA,Public,Regular School,None,Traditional,-,29,PK,05,yes,yes, , , 
586959.5,137134.734499998,217,470320, , , ,West Hoke Middle,Mary McLeod,200 NC 211 W,200 NC 211 W,Raeford,28376,9108753411,200 NC 211 W,Raeford,28376,9108750332,http://www.hcs.k12.nc.us/whms/default.htm,Hoke,SA,Public,Regular School,None,Traditional,-,55,06,08, , ,yes, , 
593989.375,139346.843699999,218,470332, , , ,East Hoke Middle,Erica Fortenberry,4702 Fayetteville Rd,4702 Fayetteville Rd,Raeford,28376,9108755048,4702 Fayetteville Rd,Raeford,28376,9108759307,http://www.hcs.k12.nc.us/ehms/default.htm,Hoke,SA,Public,Regular School,None,Traditional,-,62,06,08, , ,yes, , 
585400.312600002,174900.218800001,219,630312, ,point verified,1,Cameron Elementary,Dale Buie,2636 NC Hwy 24 27,2636 NC Hwy 24 27,Cameron,28326,9102457814,2636 NC Hwy 24 27,Cameron,28326,9102452760,http://schoolcenter.mcs.k12.nc.us/cam/,Moore,SA,Public,Regular School,None,Traditional,-,11,KG,05, ,yes, , , 
571754.249899998,176560.0627,220,630316, , , ,Carthage Elementary,Denny Ferguson,312 Rockingham St,312 Rockingham St,Carthage,28327,9109472781,312 Rockingham St,Carthage,28327,9109475670,http://schoolcenter.mcs.k12.nc.us/car/,Moore, ,Public,Regular School,None,Traditional,-,15,KG,05, ,yes, , , 
556102.562299997,187193.671999998,221,630320, , , ,Elise Middle,Brenda Cassady,180 North Broad St.,180 W Elm St,Robbins,27325,9109482421,180 W Elm St,Robbins,27325,9109484112,http://schoolcenter.mcs.k12.nc.us/em,Moore,SA,Public,Regular School,None,Traditional,-,14,06,08, , ,yes, , 
559355.437700003,190678.546700001,222,630332, , , ,North Moore High,Jonathan Jessup,1504 North Moore Rd,1504 North Moore Rd,Robbins,27325,9104643105,PO Box 9,Robbins,27325,9104646016,http://schoolcenter.mcs.k12.nc.us/nm/,Moore,SA,Public,Regular School,None,Traditional,-,27,09,12, , , ,yes, 
562066.687600002,192718.5,223,630328, , , ,Highfalls Elementary,Kim Bullard,1220 NC Hwy 22,1220 NC Hwy 22,Highfalls,27259,9104643600,PO Box 206,Highfalls,27259,9104645404,http://schoolcenter.mcs.k12.nc.us/hf,Moore,SA,Public,Regular School,None,Traditional,-,12,KG,08, , ,yes, , 
557523.1875,185346.718600001,224,630348, , , ,Robbins Elementary,Heather Seawell,268 Rushwood Rd,268 Rushwood Rd,Robbins,27325,9109482411,268 Rushwood Rd,Robbins,27325,9109483264,http://schoolcenter.mcs.k12.nc.us/res,Moore, ,Public,Regular School,None,Traditional,-,21,PK,05,yes,yes, , , 
570061.6875,159234.156100001,225,630336, , , ,Pinecrest High,Joel County,250 Voit Gilmore Lane,250 Voit Gilmore Lane,Southern Pines,28387,9106926554,250 Voit Gilmore Lane,Southern Pines,28387,9106920606,http://schoolcenter.mcs.k12.nc.us/pc/,Moore,SA,Public,Regular School,None,Traditional,-,79,09,12, , , ,yes, 
556726.062600002,167719.624899998,226,630368, , , ,West End Elementary,Leigh Ann McClendon,4483 NC Hwy 211,4483 NC Hwy 211,West End,27376,9106736691,4483 NC Hwy 211,West End,27376,9106737640,http://schoolcenter.mcs.k12.nc.us/we/,Moore,SA,Public,Regular School,None,Traditional,-,17,PK,05,yes,yes, , , 
547325.0,192780.968600001,227,630376, ,point verified,1,Westmoore Elementary,Lisa Scott,2159 NC Hwy 705,2159 NC Hwy 705,Seagrove,27341,9104643401,2159 NC Hwy 705,Seagrove,27341,9104645293,http://schoolcenter.mcs.k12.nc.us/wm/,Moore,SA,Public,Regular School,None,Traditional,-,10,KG,08, , ,yes, , 
613764.937299997,281489.718800001,228,730332, , , ,Helena Elementary,Margaret Allen,355 Helena Moriah Rd,355 Helena Moriah Rd,Timberlake,27583,3363647715,355 Helena Moriah Rd,Timberlake,27583,3363642501,http://www.person.k12.nc.us,Person, ,Public,Regular School,None,Traditional,-,41,KG,05, ,yes, , , 
611566.562299997,297119.999899998,229,730344, , , ,Northern Middle,Chris Tomasic,1935 Carver Dr,1935 Carver Dr,Roxboro,27574,3365996344,1935 Carver Dr,Roxboro,27573,3365989207,http://www.person.k12.nc.us/nms/,Person, ,Public,Regular School,None,Traditional,-,36,06,08, , ,yes, , 
600923.624899998,280040.718899999,230,730348, , , ,Oak Lane Elementary,Chrystal Welch,2076 Jim Morton Rd,2076 Jim Morton Rd,Hurdle Mills,27541,3363642204,2076 Jim Morton Rd,Hurdle Mills,27541,3363641036,http://www.person.k12.nc.us/oaklane/,Person, ,Public,Regular School,None,Traditional,-,17,KG,05, ,yes, , , 
610320.0,291608.437399998,231,730360, , , ,Southern Middle,Harriett Tillett,209 Southern Middle Sch Rd,209 Southern Middle Sch Rd,Roxboro,27573,3365996995,209 Southern Middle Sch Rd,Roxboro,27573,3365030587,http://www.person.k12.nc.us/sms/,Person, ,Public,Regular School,None,Traditional,-,40,06,08, , ,yes, , 
602218.812399998,300889.906100001,232,730368, , , ,Woodland Elementary,Kirk Brozy,7391 Semora Rd,7391 Semora Rd,Semora,27343,3365997442,7391 Semora Rd,Semora,27343,3365998730,http://www.person.k12.nc.us/woodland/,Person, ,Public,Regular School,None,Traditional,-,16,KG,05, ,yes, , , 
836876.812299997,277104.6873,233,720320, , , ,Perquimans County Middle,Vacant -,312 W Main Street,312 W Main Street,Winfall,27985,2524267355,PO Box 39,Winfall,27985,2524261424,http://pcsweb.pcs.k12.nc.us/QuickPlace/pcmsschool,Perquimans,SA,Public,Regular School,None,Traditional,-,30,06,08, , ,yes, , 
836779.812399998,272915.781199999,234,720316, , , ,Perquimans County High,Chante Lassiter,305 Edenton Road St,305 Edenton Road St,Hertford,27944,2524265778,PO Box 398,Hertford,27944,2524261663,http://pcsweb.pcs.k12.nc.us/QuickPlace/pch/Main.n,Perquimans,SA,Public,Regular School,None,Traditional,-,43,09,12, , , ,yes, 
596242.8125,97751.2344000004,235,780320, , , ,Deep Branch Elementary,Nikki Brooks,4045 Deep Branch Road,4045 Deep Branch Road,Lumberton,28360,9107382514,4045 Deep Branch Road,Lumberton,28360,9107386811,http://www.robeson.k12.nc.us/schools.cfm?id=deepb,Robeson,SA,Public,Regular School,None,Traditional,-,26,PK,06,yes,yes, , , 
564760.375100002,266705.3748,236,10400, , , ,Western Alamance High,Todd Stephan,1731 N NC 87,1731 N NC 87,Elon,27244,3365386020,1731 N NC 87, ,0,3365386014,http://wah.abss.k12.nc.us/,Alamance,SA,Public,Regular School,None,Traditional,-,72,09,12, , , ,yes, 
563570.437399998,269613.781300001,237,10308, , , ,Altamahaw Ossipee Elem,Donna King,2832 N NC 87,2832 N NC 87,Elon,27244,3365386030,2832 N NC 87, ,0,3365386032,http://aoe.abss.k12.nc.us,Alamance,SA,Public,Regular School,None,Traditional,-,42,KG,05, ,yes, , , 
578443.624799997,252865.546700001,238,10304, , , ,Alexander Wilson Elementary,Cynthia McKee,2518 NC 54,2518 NC 54,Graham,27253,3365781366,2518 NC 54, ,0,3365788092,http://awe.abss.k12.nc.us,Alamance,SA,Public,Regular School,None,Traditional,-,39,PK,05,yes,yes, , , 
565487.687299997,252066.5156,239,10328, , , ,Edwin M Holt Elementary,Mariah Vignali,4751 S NC 62,4751 S NC 62,Burlington,27215,3365706420,4751 S NC 62, ,0,3365706429,http://ehe.abss.k12.nc.us,Alamance,SA,Public,Regular School,None,Traditional,-,44,KG,05, ,yes, , , 
568098.437700003,258589.593600001,240,10351, ,point verified,1,Grove Park Elementary,Jennifer Reed,141 Trail One,141 Trail One,Burlington,27215,3365706115,141 Trail One, ,0,3365706205,http://gpe.abss.k12.nc.us,Alamance,SA,Public,Regular School,None,Traditional,-,41,PK,05,yes,yes, , , 
400810.062600002,233953.359200001,241,20304, ,point verified,1,Bethlehem Elementary,Jill Peek,7900 NC Hwy 127,7900 NC Hwy 127,Taylorsville,28681,8284958198,7900 NC Hwy 127, ,0,8284952580,http://www.alexander.k12.nc.us/beth.htm,Alexander,SA,Public,Regular School,None,Traditional,-,34,KG,05, ,yes, , , 
404004.291699998,243980.664999999,242,20308, ,point verified,1,Ellendale Elementary,Jessica Mays,175 Ellendale Park Lane,175 Ellendale Park Lane,Taylorsville,28681,8286324866,175 Ellendale Park Lane, ,0,8286324912,http://www.alexander.k12.nc.us/ell.htm,Alexander,SA,Public,Regular School,None,Traditional,-,20,PK,05,yes,yes, , , 
424750.499799997,237066.5623,243,20320, , , ,Stony Point Elementary,Charles DelForge,311 Stony Point School Road,311 Stony Point School Road,Stony Point,28678,7045856981,311 Stony Point School Road, ,0,7045856812,http://www.alexander.k12.nc.us/sp.htm,Alexander,SA,Public,Regular School,None,Traditional,-,18,KG,05, ,yes, , , 
411917.531099997,248477.9373,244,20324, ,point verified,1,Sugar Loaf Elementary,Cary Cash,3600 NC Hwy 16N,3600 NC Hwy 16N,Taylorsville,28681,8286322192,3600 NC Hwy 16N, ,0,8286351742,http://www.alexander.k12.nc.us/sl.htm,Alexander,SA,Public,Regular School,None,Traditional,-,17,KG,05, ,yes, , , 
407095.8367,232676.9903,245,20332,"yes, 2012",down the street,1,Wittenburg Elementary,Mary Brown,7300 Church Road,7300 Church Road,Taylorsville,28681,8286322395,7300 Church Road, ,0,828635405,http://www.alexander.k12.nc.us/witt.htm,Alexander,SA,Public,Regular School,None,Traditional,-,22,KG,05, ,yes, , , 
432232.999899998,306902.5623,246,30308, ,point verified,1,Glade Creek Elementary,Janice Linker,32 Glade Creek Sch Road,32 Glade Creek Sch Road,Ennice,28623,3366573388,32 Glade Creek Sch Road, ,0,3366573435,http://www.alleghany.k12.nc.us/gcs,Alleghany,SA,Public,Regular School,None,Traditional,-,19,PK,08,yes,yes,yes, , 
419475.937600002,308593.4375,247,30304, , ,1,Alleghany High,Christopher Barnes,404 Trojan Avenue,404 Trojan Avenue,Sparta,28675,3363724554,404 Trojan Avenue, ,0,3363722680,http://www.alleghany.k12.nc.us/ahs,Alleghany,SA,Public,Regular School,None,Traditional,-,38,09,12, , , ,yes, 
