onemap_sdeadmin_colluniv_area,objectid,id,metlnkid,feattype,secclass,name,phone,address,address2,city,state,zip,zipp4,county,fips,directions,emergtitle,emergphone,emergext,contdate,conthow,geodate,geohow,naicscode,naicsdescr,geolinkid,x,y,st_vendor,st_version,geoprec,phoneloc,qc_qa,degree,enroll
910,67,10271511, ,POINT,UNCLASSIFIED,METHODIST COLLEGE,630-7000,5400 RAMSEY ST, ,FAYETTEVILLE,NC,28311,1420,CUMBERLAND,37051, , , , ,, ,2007/06/26 00:00:00+00,AUTO,611310,THEOLOGICAL SEMINARIES OFFERING BACCALAUREATE OR GRADUATE DEGREES,102424022,-78.8762721,35.1343004,NAVTEQ,2006Q4,BLOCKFACE, , ,MASTER'S DEGREE,2147
910,68,10274206, ,POINT,UNCLASSIFIED,BLADEN COMMUNITY COLLEGE,879-5500,7418 STATE HIGHWAY 41 WEST, ,DUBLIN,NC,28332, ,BLADEN,37017,"ON THE NORTH SIDE OF NC-41, .35 MI EAST OF NC-410.", , , ,2007/07/10 00:00:00+00,PHONE,2007/07/10 00:00:00+00,MANUAL,611210,COMMUNITY COLLEGES,119009857,-78.7299789,34.6444056,NAVTEQ,2006Q4,ONENTITY,YES,TGS,ASSOCIATE'S DEGREE,1468
828,69,10274249, ,POINT,UNCLASSIFIED,MONTREAT COLLEGE,669-8011,310 GAITHER CIRCLE, ,MONTREAT,NC,28757, ,BUNCOMBE,37021,"FROM ASSEMBLY CIR, GO EAST ON LOOKOUT RD FOR .15 MI, THEN NORTH ON GAITHER CIR FOR .04 MI, LOC ON THE EAST SIDE OF GAITHER CIR.", , , ,2007/07/10 00:00:00+00,PHONE,2007/07/10 00:00:00+00,MANUAL,611310,COLLEGES (EXCEPT JUNIOR COLLEGES),102898008,-82.2969172,35.6462333,NAVTEQ,2006Q4,BLOCKFACE,YES,TGS,MASTER'S DEGREE,1017
704,70,10272062, ,POINT,UNCLASSIFIED,GARDNER-WEBB UNIVERSITY,406-4000,110 SOUTH MAIN STREET, ,BOILING SPRINGS,NC,28017,9797,CLEVELAND,37045,"LOC ON THE WEST SIDE OF S MAIN ST, .12 OF A MILE SOUTH OF CLIFFSIDE RD", , , ,2007/07/26 00:00:00+00,PHONE,2007/07/26 00:00:00+00,MANUAL,611310,UNIVERSITIES,102376076,-81.6672587,35.2488117,NAVTEQ,2006Q4,ONENTITY,YES,TGS,DOCTOR'S DEGREE,3709
910,71,10274237, ,POINT,UNCLASSIFIED,JAMES SPRUNT COMMUNITY COLLEGE,296-2400,133 JAMES SPRUNT DRIVE, ,KENANSVILLE,NC,28349, ,DUPLIN,37061,LOCATED ON THE SOUTH CORNER OF JAMES SPRUNT DR & NC-11, , , ,2007/07/10 00:00:00+00,PHONE,2007/07/27 00:00:00+00,MANUAL,611210,COMMUNITY COLLEGES,125364030,-77.9774814,34.9481901,NAVTEQ,2006Q4,BLOCKFACE,YES,TGS,ASSOCIATE'S DEGREE,1390
336,72,10274290, ,POINT,UNCLASSIFIED,CAROLINA CHRISTIAN COLLEGE,744-0900,4117 NORTHAMPTON DRIVE, ,WINSTON SALEM,NC,27105,3241,FORSYTH,37067,.07 MILES EAST OF NORTHAMPTON DRIVE ON THE NORTH SIDE OF AUBREY ROBERTS DRIVE, , , ,2007/07/10 00:00:00+00,PHONE,2007/07/10 00:00:00+00,MANUAL,611310,THEOLOGICAL SEMINARIES OFFERING BACCALAUREATE OR GRADUATE DEGREES,17045302,-80.1928144,36.1484024,NAVTEQ,2006Q4,ONENTITY,YES,TGS,BACHELOR'S DEGREE,40
828,73,10274233, ,POINT,UNCLASSIFIED,HAYWOOD COMMUNITY COLLEGE,627-2821,185 FREEDLANDER DRIVE, ,CLYDE,NC,28721,9441,HAYWOOD,37087,.13 MILES SOUTHEAST OF JONES COVE ROAD ON THE EAST SIDE OF FREEDLANDER DRIVE, , , ,2007/07/11 00:00:00+00,PHONE,2007/07/11 00:00:00+00,MANUAL,611210,COMMUNITY COLLEGES,102593023,-82.9288673,35.5260149,NAVTEQ,2006Q4,BLOCKFACE,YES,TGS,ASSOCIATE'S DEGREE,2023
252,74,10274260, ,POINT,UNCLASSIFIED,PAMLICO COMMUNITY COLLEGE,249-1851,5049 STATE HIGHWAY 306 SOUTH, ,GRANTSBORO,NC,28529, ,PAMLICO,37137,"EAST SIDE OF STATE HWY 306, 5 MILES SOUTH OF THE INTERSECTION OF STATE HWY 306 AND STATE HIGHWAY 55", , , ,2007/07/10 00:00:00+00,PHONE,2007/07/10 00:00:00+00,MANUAL,611210,COMMUNITY COLLEGES,109898019,-76.8338005,35.0685167,NAVTEQ,2006Q4,ONENTITY,YES,TGS,ASSOCIATE'S DEGREE,378
828,75,10271832, ,POINT,UNCLASSIFIED,WESTERN CAROLINA UNIVERSITY,227-7211,CENTENNIAL DRIVE,102 CAMP BUILDING - ADMISSIONS,CULLOWHEE,NC,28723, ,JACKSON,37099,ON THE NORTHEAST CORNER OF NORTON ROAD AND CENTENNIAL DRIVE, , , ,2007/07/11 00:00:00+00,PHONE,2007/07/11 00:00:00+00,MANUAL,611310,UNIVERSITIES,109897431,-83.1838218,35.3101764,NAVTEQ,2006Q4,ONENTITY,YES,TGS,DOCTOR'S DEGREE,8665
336,76,10274235, ,POINT,UNCLASSIFIED,HIGH POINT UNIVERSITY,841-9000,833 MONTLIEU AVENUE, ,HIGH POINT,NC,27262,4221,GUILFORD,37081,ON THE NORTHWEST SIDE OF MONTLIEU AVENUE BETWEEN BARBEE AVENUE AND NORTH COLLEGE DRIVE, , , ,2007/07/10 00:00:00+00,PHONE,2007/07/10 00:00:00+00,MANUAL,611310,UNIVERSITIES,17134278,-79.9926527,35.9698002,NAVTEQ,2006Q4,BLOCKFACE,YES,TGS,MASTER'S DEGREE,2753
336,77,10274266, ,POINT,UNCLASSIFIED,RANDOLPH COMMUNITY COLLEGE,633-0200,629 INDUSTRIAL PARK AVENUE, ,ASHEBORO,NC,27205,7333,RANDOLPH,37151,"SOUTH SIDE OF INDUSTRIAL PARK AVE, 0.38 MILES NORTH AND THEN EAST OF THE INTERSECTION OF INDUSTRIAL PARK AVE AND MCDOWELL ROAD", , , ,2007/07/11 00:00:00+00,PHONE,2007/07/11 00:00:00+00,MANUAL,611210,COMMUNITY COLLEGES,102899225,-79.8281511,35.6737177,NAVTEQ,2006Q4,BLOCKFACE,NO,TGS,ASSOCIATE'S DEGREE,1988
252,78,10274282, ,POINT,UNCLASSIFIED,VANCE - GRANVILLE COMMUNITY COLLEGE,492-2061,200 COMMUNITY COLLEGE ROAD,STATE HIGHWAY 1126,HENDERSON,NC,27537, ,VANCE,37181,FROM INTERSTATE 85 TAKE EXIT 9 TO STATE HWY 1126. TRAVEL NORTHWEST 0.09 MILES ON STATE HWY 1126 TO COLLEGE ENTRANCE TO THE EAST AT STATE HIGHWAY 1260, , , ,2007/07/11 00:00:00+00,PHONE,2007/07/11 00:00:00+00,MANUAL,611210,COMMUNITY COLLEGES,102930048,-78.4904964,36.3231041,NAVTEQ,2006Q4,BLOCKFACE,YES,TGS,ASSOCIATE'S DEGREE,4057
704,79,10274198, ,POINT,UNCLASSIFIED,ART INSTITUTE OF CHARLOTTE,357-8020,2110 WATER RIDGE PARKWAY, ,CHARLOTTE,NC,28217,4536,MECKLENBURG,37119,.14 MILES WEST OF EDGE LAKE DRIVE ON THE SOUTHWEST SIDE OF WATER RIDGE PARKWAY, , , ,2007/07/10 00:00:00+00,PHONE,2007/07/10 00:00:00+00,MANUAL,61151,TECHNICAL AND TRADE SCHOOLS,28233675,-80.9274977,35.1817778,NAVTEQ,2006Q4,ONENTITY,YES,TGS,BACHELOR'S DEGREE,820
828,80,10274200, ,POINT,UNCLASSIFIED,APPALACHIAN STATE UNIVERSITY,262-2000,APPALACHIAN STATE UNIVERSITY, ,BOONE,NC,28608, ,WATAUGA,37189,SOUTHWEST QUADRANT OF THE INTERSECTION OF HOWARD STREET AND HARDIN STREET, , , ,2007/07/11 00:00:00+00,PHONE,2007/07/11 00:00:00+00,MANUAL,611310,UNIVERSITIES,102417827,-81.6752045,36.21527,NAVTEQ,2006Q4,BLOCKFACE,YES,TGS,DOCTOR'S DEGREE,14653
704,81,10274199, ,POINT,UNCLASSIFIED,SOUTH PIEDMONT COMMUNITY COLLEGE,272-7635,129 LEDBETTER STREET, ,POLKTON,NC,28135, ,ANSON,37007,"LOC ON THE EAST SIDE OF LEDBETTER ST, .14 MI SOUTHEAST OF HORNE TOWN RD", , , ,2007/07/10 00:00:00+00,PHONE,2007/07/10 00:00:00+00,MANUAL,611210,COMMUNITY COLLEGES,124744720,-80.2118474,35.0007319,NAVTEQ,2006Q4,BLOCKFACE,YES,TGS,ASSOCIATE'S DEGREE,1967
828,82,10271700, ,POINT,UNCLASSIFIED,MAYLAND COMMUNITY COLLEGE,765-7351,200 MAYLAND DRIVE, ,SPRUCE PINE,NC,28777, ,AVERY,37011,"END OF/ NORTHEAST SIDE OF MAYLAND DRIVE, 0.18 MILES NORTH OF THE INTERSECTION OF MAYLAND DRIVE AND S US-19E", , , ,2007/07/10 00:00:00+00,PHONE,2007/07/10 00:00:00+00,MANUAL,611210,COMMUNITY COLLEGES,102941250,-82.0168109,35.9345264,NAVTEQ,2006Q4,ONENTITY, ,TGS,ASSOCIATE'S DEGREE,1502
910,83,10271628, ,POINT,UNCLASSIFIED,BRUNSWICK COMMUNITY COLLEGE,755-7300,50 COLLEGE ROAD NORTHEAST, ,BOLIVIA,NC,28422, ,BRUNSWICK,37019,"ON THE NORTH SIDE OF COLLEGE RD NE, .19 MI NORTHWEST OF OLD OCEAN HWY E.", , , ,2007/07/09 00:00:00+00,PHONE,2007/07/09 00:00:00+00,MANUAL,611210,COMMUNITY COLLEGES,125475710,-78.2303997,34.0383902,NAVTEQ,2006Q4,BLOCKFACE,YES,TGS,ASSOCIATE'S DEGREE,1033
704,84,10274209, ,POINT,UNCLASSIFIED,CABARRUS COLLEGE OF HEALTH SCIENCES,783-1555,401 MEDICAL PARK DRIVE, ,CONCORD,NC,28025, ,CABARRUS,37025,"LOC ON THE SOUTH SIDE OF MEDICAL PARK DR, .07 MI WEST OF LAKE CONCORD RD NE.", , , ,2007/07/10 00:00:00+00,PHONE,2007/07/10 00:00:00+00,MANUAL,611310,COLLEGES (EXCEPT JUNIOR COLLEGES),28203297,-80.5999388,35.4391635,NAVTEQ,2006Q4,BLOCKFACE,YES,TGS,BACHELOR'S DEGREE,315
910,85,10271759, ,POINT,UNCLASSIFIED,SOUTHEASTERN COMMUNITY COLLEGE,642-7141,4564 CHADBOURN HIGHWAY, ,WHITEVILLE,NC,28472,5423,COLUMBUS,37047,"LOC ON THE NW SIDE OF CHADBOURN HWY, 1.33 MI WEST OF UNION VALLEY RD.", , , ,2007/07/09 00:00:00+00,PHONE,2007/07/09 00:00:00+00,MANUAL,611210,COMMUNITY COLLEGES,125049677,-78.7831062,34.3296925,NAVTEQ,2006Q4,BLOCKFACE,YES,TGS,ASSOCIATE'S DEGREE,1814
828,86,10274214, ,POINT,UNCLASSIFIED,CATAWBA VALLEY COMMUNITY COLLEGE,327-7000,2550 UNITED STATES HIGHWAY 70 SOUTHEAST, ,HICKORY,NC,28602, ,CATAWBA,37035,"LOC ON THE SOUTH OF US HWY 70 SE, .15 OF A MILE E OF 25TH ST BLVD SE", , , ,2007/07/10 00:00:00+00,PHONE,2007/07/10 00:00:00+00,MANUAL,611210,COMMUNITY COLLEGES,102363584,-81.2866107,35.7000725,NAVTEQ,2006Q4,BLOCKFACE,YES,TGS,ASSOCIATE'S DEGREE,4930
919,87,10274286, ,POINT,UNCLASSIFIED,WAYNE COMMUNITY COLLEGE,735-5151,3000 WAYNE MEMORIAL DRIVE, ,GOLDSBORO,NC,27534,8212,WAYNE,37191,"SOUTHEAST SIDE OF WAYNE MEMORIAL DRIVE, APPROX 0.31 MILES SOUTHWEST OF THE INTERSECTION OF WAYNE MEMORIAL DRIVE AND E NEW HOPE RD NE", , , ,2007/07/11 00:00:00+00,PHONE,2007/07/11 00:00:00+00,MANUAL,611210,COMMUNITY COLLEGES,124763999,-77.9468043,35.4051904,NAVTEQ,2006Q4,BLOCKFACE,YES,TGS,ASSOCIATE'S DEGREE,3166
704,88,10274265, ,POINT,UNCLASSIFIED,QUEENS UNIVERSITY OF CHARLOTTE,337-2200,1900 SELWYN AVENUE, ,CHARLOTTE,NC,28274,0001,MECKLENBURG,37119,.04 MILES SOUTHWEST OF RADCLIFFE AVENUE ON THE NORTHWEST SIDE OF SELWYN AVENUE, , , ,2007/07/10 00:00:00+00,PHONE,2007/07/10 00:00:00+00,MANUAL,611310,UNIVERSITIES,127868876,-80.8310564,35.1889205,NAVTEQ,2006Q4,BLOCKFACE,YES,TGS,MASTER'S DEGREE,2113
910,89,10274262, ,POINT,UNCLASSIFIED,UNIVERSITY OF NORTH CAROLINA AT PEMBROKE,521-6000,1 UNIVERSITY DRIVE, ,PEMBROKE,NC,28372,8699,ROBESON,37155,SOUTHWEST QUADRANT OF THE INTERSECTION OF N ODUM DR AND UNIVERSITY DR, , , ,2007/07/11 00:00:00+00,PHONE,2007/07/11 00:00:00+00,MANUAL,611310,UNIVERSITIES,102748431,-79.1994958,34.6895208,NAVTEQ,2006Q4,BLOCKFACE,YES,TGS,MASTER'S DEGREE,5632
252,90,10274202, ,POINT,UNCLASSIFIED,BARTON COLLEGE,399-6300,704 COLLEGE STREET, ,WILSON,NC,27893,3104,WILSON,37195,SOUTHWEST SIDE OF COLLEGE STREET NE BETWEEN ATLANTIC CHRISTIAN COL DR NE AND ROUNDTREE STREET NE, , , ,2007/07/11 00:00:00+00,PHONE,2007/07/11 00:00:00+00,MANUAL,611310,COLLEGES (EXCEPT JUNIOR COLLEGES),102526895,-77.9114455,35.7369464,NAVTEQ,2006Q4,BLOCKFACE,YES,TGS,POST BACCALAUREATE CERTIFICATE,1189
704,91,10275706, ,POINT,UNCLASSIFIED,CAROLINAS COLLEGE OF HEALTH SCIENCES,355-5043,1200 BLYTHE BOULEVARD, ,CHARLOTTE,NC,28203,5816,MECKLENBURG,37119,.22 MILES SOUTH OF MEDICAL CENTER DRIVE ON THE WEST SIDE OF BLYTHE BOULEVARD, , , ,2007/07/10 00:00:00+00,PHONE,2007/07/10 00:00:00+00,MANUAL,611310,COLLEGES (EXCEPT JUNIOR COLLEGES),28231837,-80.8385894,35.1999237,NAVTEQ,2006Q4,ONENTITY,YES,TGS,ASSOCIATE'S DEGREE,467
704,92,10272061, ,POINT,UNCLASSIFIED,DAVIDSON COLLEGE,894-2000,102 NORTH MAIN STREET, ,DAVIDSON,NC,28036,9402,MECKLENBURG,37119,"ON THE EAST SIDE OF N MAIN ST, .15 MI SOUTH OF GRIFFITH ST.", , , ,2007/07/10 00:00:00+00,PHONE,2007/07/10 00:00:00+00,MANUAL,611310,COLLEGES (EXCEPT JUNIOR COLLEGES),40501948,-80.8479148,35.4996766,NAVTEQ,2006Q4,BLOCKFACE,YES,TGS,BACHELOR'S DEGREE,1683
919,93,10274222, ,POINT,UNCLASSIFIED,DURHAM TECHNICAL COMMUNITY COLLEGE,686-3300,1637 EAST LAWSON STREET, ,DURHAM,NC,27703,5023,DURHAM,37063,"ON THE NORTH SIDE OF E LAWSON ST, .27 MI WEST OF S BRIGGS AVE.", , , ,2007/07/10 00:00:00+00,PHONE,2007/07/10 00:00:00+00,MANUAL,61151,TECHNICAL AND TRADE SCHOOLS,135925492,-78.8809704,35.9746032,NAVTEQ,2006Q4,BLOCKFACE,YES,TGS,ASSOCIATE'S DEGREE,5495
252,94,10274197, ,POINT,UNCLASSIFIED,COLLEGE OF THE ALBEMARLE,335-0821,1208 NORTH ROAD STREET, ,ELIZABETH CITY,NC,27909,3336,PASQUOTANK,37139,EAST QUADRANT OF THE INTERSECTION OF N ROAD STREET AND STATE HIGHWAY 1383, , , ,2007/07/10 00:00:00+00,PHONE,2007/07/10 00:00:00+00,MANUAL,611310,COLLEGES (EXCEPT JUNIOR COLLEGES),123631675,-76.2220422,36.3248724,NAVTEQ,2006Q4,BLOCKFACE,YES,TGS,"AT LEAST 2, BUT LESS THAN 4 ACADEMIC YRS",2175
919,95,10272141, ,POINT,UNCLASSIFIED,DUKE UNIVERSITY,684-2813,2138 CAMPUS DRIVE,UNDERGRADUATE ADMISSIONS,DURHAM,NC,27708, ,DURHAM,37063,"LOC ON THE NORTH SIDE OF CAMPUS DR, .11 MI WEST OF ANDERSON ST.", , , ,2007/07/10 00:00:00+00,PHONE,2007/07/10 00:00:00+00,MANUAL,611310,UNIVERSITIES,17086509,-78.9323381,35.9998472,NAVTEQ,2006Q4,ONENTITY,YES,TGS,DOCTOR'S DEGREE,14075
910,96,10274211, ,POINT,UNCLASSIFIED,CAMPBELL UNIVERSITY,893-1200,421 LESLIE CAMPBELL AVENUE, ,BUIES CREEK,NC,27506, ,HARNETT,37085,.06 MILES NORTH OF LESLIE CAMPBELL AVENUE ON THE EAST SIDE OF MAIN STREET, , , ,2007/07/10 00:00:00+00,PHONE,2007/07/10 00:00:00+00,MANUAL,611310,UNIVERSITIES,102412068,-78.7376333,35.4078996,NAVTEQ,2006Q4,ONENTITY,YES,TGS,MASTER'S DEGREE,6669
704,97,10274263, ,POINT,UNCLASSIFIED,PFEIFFER UNIVERSITY MISENHEIMER CAMPUS,463-1360,48380 UNITED STATES HIGHWAY 52 NORTH, ,MISENHEIMER,NC,28109, ,STANLY,37167,"NORTHEAST AND SOUTHWEST SIDE OF US HWY 52, 0.40 MILE EAST OF THE INTERSECTION OF US HWY 52 AND STATE HWY 1455.", , , ,2007/07/11 00:00:00+00,PHONE,2007/07/11 00:00:00+00,MANUAL,611310,UNIVERSITIES,102933004,-80.2813487,35.4830476,NAVTEQ,2006Q4,BLOCKFACE,YES,TGS,MASTER'S DEGREE,2150
919,98,10274257, ,POINT,UNCLASSIFIED,NORTH CAROLINA STATE UNIVERSITY AT RALEIGH,515-2011,2200 HILLSBOROUGH STREET, ,RALEIGH,NC,27695,0001,WAKE,37183,SOUTH SIDE OF HILLSBOROUGH STREET APPROX 0.19 MILES NORTHWEST OF THE INTERSECTION OF HILLSBOROUGH STREET AND OBERLIN RD, , , ,2007/07/11 00:00:00+00,PHONE,2007/07/11 00:00:00+00,MANUAL,611310,UNIVERSITIES,17109632,-78.6644827,35.7864724,NAVTEQ,2006Q4,BLOCKFACE,YES,TGS,DOCTOR'S DEGREE,30148
336,99,10274291, ,POINT,UNCLASSIFIED,WINSTON-SALEM STATE UNIVERSITY,750-2000,601 MARTIN LUTHER KING JUNIOR DRIVE, ,WINSTON SALEM,NC,27110,0003,FORSYTH,37067,.28 MILES NORTHWEST OF REYNOLDS PARK ROAD ON THE NORTHEAST SIDE OF MARTIN LUTHER KING JUNIOR DRIVE, , , ,2007/07/10 00:00:00+00,PHONE,2007/07/10 00:00:00+00,MANUAL,611310,UNIVERSITIES,17057053,-80.2263109,36.0887777,NAVTEQ,2006Q4,BLOCKFACE,YES,TGS,MASTER'S DEGREE,5566
704,100,10274229, ,POINT,UNCLASSIFIED,GASTON COLLEGE,922-6200,201 UNITED STATES HIGHWAY 321 SOUTH, ,DALLAS,NC,28034, ,GASTON,37071,ON THE SOUTHEAST SIDE OF THE INTERSECTION OF GASTON COLLEGE ROAD AND RHODES PERIMETER DRIVE, , , ,2007/07/10 00:00:00+00,PHONE,2007/08/02 00:00:00+00,MANUAL,611310,COLLEGES (EXCEPT JUNIOR COLLEGES),28210488,-81.1910952,35.3130103,NAVTEQ,2006Q4,ONENTITY,YES,TGS,"AT LEAST 2, BUT LESS THAN 4 ACADEMIC YRS",5033
336,101,10274280, ,POINT,UNCLASSIFIED,ALAMANCE COMMUNITY COLLEGE,578-2002,1247 JIMMIE KERR ROAD, ,GRAHAM,NC,27253, ,ALAMANCE,37001,"ON THE NW SIDE OF JIMMIE KERR RD, .27 MI SOUTH OF I-85 AND I-40.", , , ,2007/07/10 00:00:00+00,PHONE,2007/07/10 00:00:00+00,MANUAL,611210,COMMUNITY COLLEGES,125437845,-79.35652,36.0656231,NAVTEQ,2006Q4,BLOCKFACE,YES,TGS,ASSOCIATE'S DEGREE,4576
252,102,10274203, ,POINT,UNCLASSIFIED,BEAUFORT COUNTY COMMUNITY COLLEGE,940-6202,5337 UNITED STATES HIGHWAY264 EAST, ,WASHINGTON,NC,27889, ,BEAUFORT,37013,"ON THE NORTH SIDE OF US-264, 1.06 MI WEST OF NC-32.", , , ,2007/07/09 00:00:00+00,PHONE,2007/07/09 00:00:00+00,MANUAL,611210,COMMUNITY COLLEGES,124764628,-76.9670291,35.5324803,NAVTEQ,2006Q4,BLOCKFACE,YES,TGS,ASSOCIATE'S DEGREE,1461
828,103,10274239, ,POINT,UNCLASSIFIED,LEES-MCRAE COLLEGE,898-5241,191 MAIN STREET WEST, ,BANNER ELK,NC,28604,7713,AVERY,37011,"SOUTH SIDE OF MAIN STREET WEST, APPROX 0.10 MILES SOUTHWEST OF THE INTERSECTION OF MAIN STREET WEST AND SHAWNEEHAW AVE", , , ,2007/07/11 00:00:00+00,PHONE,2007/07/11 00:00:00+00,MANUAL,611310,COLLEGES (EXCEPT JUNIOR COLLEGES),124764389,-81.8733187,36.1626386,NAVTEQ,2006Q4,BLOCKFACE,YES,TGS,BACHELOR'S DEGREE,883
828,104,10274251, ,POINT,UNCLASSIFIED,UNIVERSITY OF NORTH CAROLINA - ASHEVILLE,251-6600,1 UNIVERSITY HEIGHTS, ,ASHEVILLE,NC,28804,3251,BUNCOMBE,37021,"FROM W T WEAVER BLVD, TURN NORTH ON TO UNIVERSITY HTS FOR .27 MI. CAMPUS IS LOC ON THE NW SIDE OF UNIVERSITY HTS.", , , ,2007/07/09 00:00:00+00,PHONE,2007/07/09 00:00:00+00,MANUAL,611310,UNIVERSITIES,125464315,-82.564195,35.6170734,NAVTEQ,2006Q4,BLOCKFACE,YES,TGS,MASTER'S DEGREE,3499
336,105,10274221, ,POINT,UNCLASSIFIED,DAVIDSON COUNTY COMMUNITY COLLEGE,249-8186,297 DAVIDSON COUNTY COMMUNITY COLLEGE ROAD, ,THOMASVILLE,NC,27360, ,DAVIDSON,37057,"FROM I-85 BL, GO .31 MI NORTH ON OLD GREENSBORO RD, THEN EAST .14 MI ON DCCC RD. LOC ON THE SOUTH SIDE OF DCCC RD.", , , ,2007/07/10 00:00:00+00,PHONE,2007/07/10 00:00:00+00,MANUAL,611210,COMMUNITY COLLEGES,125452596,-80.1817204,35.8659024,NAVTEQ,2006Q4,BLOCKFACE,YES,TGS,ASSOCIATE'S DEGREE,3123
704,106,10275874, ,POINT,UNCLASSIFIED,DEVRY UNIVERSITY - NORTH CAROLINA,362-2345,4521 SHARON ROAD,"WALL STREET BUILDING, SUITE 145",CHARLOTTE,NC,28211, ,MECKLENBURG,37119,ON THE SOUTHEAST SIDE OF THE INTERSECTION OF SOUTH PARK DRIVE AND SHARON ROAD, , , ,2007/07/11 00:00:00+00,PHONE,2007/07/11 00:00:00+00,MANUAL,611310,UNIVERSITIES,28236875,-80.8283486,35.1510449,NAVTEQ,2006Q4,BLOCKFACE,YES,TGS,MASTER'S DEGREE,193
910,107,10274276, ,POINT,UNCLASSIFIED,SAINT ANDREWS PRESBYTERIAN COLLEGE,277-5000,1700 DOGWOOD MILE STREET, ,LAURINBURG,NC,28352,5521,SCOTLAND,37165,SOUTH SIDE OF DOGWOOD MILE STREET BETWEEN MAGNOLIA DR AND ELM AVENUE, , , ,2007/07/11 00:00:00+00,PHONE,2007/07/11 00:00:00+00,MANUAL,611310,COLLEGES (EXCEPT JUNIOR COLLEGES),125074556,-79.4807236,34.7495625,NAVTEQ,2006Q4,BLOCKFACE,YES,TGS,BACHELOR'S DEGREE,781
704,108,10271699, ,POINT,UNCLASSIFIED,JOHNSON C SMITH UNIVERSITY,378-1000,100 BEATTIES FORD ROAD, ,CHARLOTTE,NC,28216,5302,MECKLENBURG,37119,ON THE EAST SIDE OF THE INTERSECTION OF ROZZELLES FERRY ROAD AND BEATTIES FORD ROAD, , , ,2007/07/10 00:00:00+00,PHONE,2007/07/10 00:00:00+00,MANUAL,611310,UNIVERSITIES,135924057,-80.8583429,35.2419342,NAVTEQ,2006Q4,BLOCKFACE,YES,TGS,BACHELOR'S DEGREE,1404
980,109,10272163, ,POINT,UNCLASSIFIED,JOHNSON AND WALES UNIVERSITY - CHARLOTTE,598-1000,801 WEST TRADE STREET,ACADEMIC CENTER,CHARLOTTE,NC,28202,1122,MECKLENBURG,37119,.04 MILES NORTHWEST OF WEST 4TH STREET ON THE NORTHEAST SIDE OF TRADE - 4TH CONNECTOR STREET, , , ,2007/07/10 00:00:00+00,PHONE,2007/07/10 00:00:00+00,MANUAL,611519,CULINARY ARTS SCHOOLS,28226370,-80.8518332,35.2330426,NAVTEQ,2006Q4,ONENTITY,YES,TGS,BACHELOR'S DEGREE,2156
919,110,10274252, ,POINT,UNCLASSIFIED,UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,962-2211,200 EAST CAMERON AVENUE,"103 SOUTH BUILDING CAMPUS, BUILDING 9100",CHAPEL HILL,NC,27514,3601,ORANGE,37135,SOUTHEAST SIDE OF E CAMERON AVE BETWEEN RALEIGH STREET AND COLUMBIA STREET, , , ,2007/07/10 00:00:00+00,PHONE,2007/07/27 00:00:00+00,MANUAL,611310,UNIVERSITIES,17134607,-79.0510963,35.9116908,NAVTEQ,2006Q4,ONENTITY,YES,TGS,DOCTOR'S DEGREE,27276
252,111,10274289, ,POINT,UNCLASSIFIED,WILSON TECHNICAL COMMUNITY COLLEGE,291-1195,902 HERRING AVENUE, ,WILSON,NC,27893,3310,WILSON,37195,SOUTHEAST SIDE OF HERRING AVE E BETWEEN SAMUEL STREET NORTHEAST AND WARD BOULEVARD, , , ,2007/07/11 00:00:00+00,PHONE,2007/07/11 00:00:00+00,MANUAL,61151,TECHNICAL AND TRADE SCHOOLS,125337798,-77.8958122,35.7303842,NAVTEQ,2006Q4,BLOCKFACE,YES,TGS,ASSOCIATE'S DEGREE,1925
828,112,10271568, ,POINT,UNCLASSIFIED,LENOIR-RHYNE COLLEGE,328-1741,625 7TH AVENUE NORTHEAST, ,HICKORY,NC,28601,3984,CATAWBA,37035,"ON THE NORTHEAST SIDE OF 7TH AVE NE, .17 MI NORTHWEST OF HIGHLAND AVE NE.", , , ,2007/07/09 00:00:00+00,PHONE,2007/07/09 00:00:00+00,MANUAL,611310,COLLEGES (EXCEPT JUNIOR COLLEGES),102537697,-81.3266284,35.7384076,NAVTEQ,2006Q4,BLOCKFACE,YES,TGS,MASTER'S DEGREE,1561
336,113,10272002, ,POINT,UNCLASSIFIED,ELON UNIVERSITY,278-2000,301 WEST HAGGARD AVENUE,WELCOME CENTER,ELON,NC,27244,7664,ALAMANCE,37001,"ON THE NORTH SIDE OF W HAGGARD AVE, .22 MI WEST OF N WILLIAMSON AVE.", , , ,2007/07/09 00:00:00+00,PHONE,2007/07/09 00:00:00+00,MANUAL,611310,UNIVERSITIES,102415396,-79.5106523,36.1030411,NAVTEQ,2006Q4,BLOCKFACE,YES,TGS,DOCTOR'S DEGREE,4956
704,114,10272139, ,POINT,UNCLASSIFIED,BARBER-SCOTIA COLLEGE,789-2900,145 CABARRUS AVENUE WEST, ,CONCORD,NC,28025,5143,CABARRUS,37025,"LOC ON THE SOUTHEAST SIDE OF CABARRUS AVE W, .08 MI NORTHEAST OF CROWELL DR SW.", , , ,2007/07/10 00:00:00+00,PHONE,2007/07/10 00:00:00+00,MANUAL,611310,COLLEGES (EXCEPT JUNIOR COLLEGES),28204613,-80.5854831,35.4070492,NAVTEQ,2006Q4,BLOCKFACE,YES,TGS,BACHELOR'S DEGREE,0
