X,Y,FID,County,SchoolName,Address,City,State,ZipCode,Website,Contact
2390776.05777296,411888.064868554,160,Duplin,Cedar Fork Mennonite School,1353 Cedar Fork Road,Beulaville,NC,28451,,mailto:sbmartin@lgbg.org
2013001.52165689,823842.433215395,161,Durham,Carolina Preparatory Academy,408 Andrews Chapel Road,Durham,NC,27703,https://www.msr.org/,mailto:jpike@msr.org
1583890.1866398,821922.841910228,162,Forsyth,Challenge Christian Academy,725 Tanglewood Park Rd,Clemmons,NC,27012,,mailto:ccaonlineacademy@gmail.com
2368606.68446089,429057.925213814,163,Duplin,Champion Educational Center,318 East Main Street,Beulaville,NC,28518,,mailto:neiledwardschampion@yahoo.com
2045481.65945239,753998.738585472,164,Wake,Chabad Torah Academy,4109 Grace Park Drive,Morrisville,NC,27560,https://chabadofcary.org/TorahAcademy,mailto:info@chedernc.com
1288002.33353481,540230.097554058,165,Cleveland,Champion Christian Academy,703 Margrace Rd,Kings Mountain,NC,28086,,mailto:mikericembc@yahoo.com
1525323.18664806,643516.286322474,166,Cabarrus,Central Christian Academy,1810 Moose Rd,Kannapolis,NC,28083,https://cbckannapolis.com/cca,mailto:cca@cbckannapolis.com
1446644.76329656,492211.599431142,167,Mecklenburg,Charlotte Catholic High School,7702 Pineville-Matthews Road,Charlotte,NC,28226,https://www.charlottecatholic.org,mailto:swhogg@charlottecatholic.com
1258497.04116756,614031.030660555,168,Cleveland,Charity Christian School,113 Charity Church Rd  Lawndale,Lawndale,NC,28090,https://www.charitychristianschool.org,mailto:charitychristianschool@gmail.com
1471096.89516647,510848.480792478,169,Mecklenburg,Charlotte Christian School,7301 Sardis Road,Charlotte,NC,28270,https://www.charlottechristian.com,mailto:barry.giller@charchrist.com
1460848.64925881,513388.372694314,170,Mecklenburg,Charlotte Country Day School,1440 Carmel Rd.,Charlotte,NC,28226,https://www.charlottecountryday.org,mailto:headsoffice@charlottecountryday.org
1470581.66817856,554677.612294137,171,Mecklenburg,Charlotte Islamic Academy,5500 N Tryon St,Charlotte,NC,28213,https://www.ciacademy.us,mailto:principal@ciacademy.us
1455529.17105263,553083.044617146,172,Mecklenburg,Charlotte Leadership Academy,2723 N. Graham Street,Charlotte,NC,28206,https://www.gocla.org,mailto:charlotteleadership@gmail.com
1468938.66621523,488773.814311981,173,Mecklenburg,Charlotte Latin School,9502 Providence Rd,Charlotte,NC,29277,https://www.charlottelatin.org,mailto:michelle.godfrey@charlottelatin.org
1450812.93212555,554015.313749984,174,Mecklenburg,Charlotte Leadership Academy Shooting Stars,1337 Samuel Street,Charlotte,NC,28206,https://www.Clashootingstars.com,mailto:CLAshootingstars@outlook.com
1470811.51614405,513254.865743473,175,Mecklenburg,Charlotte Preparatory School,212 Boyce Road,Charlotte,NC,28211,https://www.charlotteprep.org,mailto:lgoldstein@charlotteprep.org
891006.415257886,771893.13193047,176,Madison,Changing Hearts Boarding Sch.,3005 Anderson Branch Road,Marshall,NC,28735,https://www.chbsm.org,mailto:changinghearts@charter.net
1900545.56579497,671176.33238022,177,Chatham,Chatham Christian Academy,190 N Church St.,Goldston,NC,27252,https://www.chathamchristianacademy.com,mailto:asjohnson.cca@gmail.com
1466128.67117906,513351.815680817,178,Mecklenburg,Charlotte Jewish Day School,5007 Providence Road  Building E,Charlotte,NC,28226,https://www.cjdschool.org,mailto:bfoxx@cjdschool.org
2047914.98431014,740043.686771229,179,Wake,Chesterbrook Acad. of Cary,130 Towne Village Drive,Cary,NC,27513,https://www.cary.chesterbrookacademy.com,mailto:Lydia.Soto@chesterbrookacademy.com
2098948.95507663,783729.077090561,180,Wake,Chesterbrook Acad. of Raleigh,10200 Strickland Road,Raleigh,NC,27615,https://www.northraleigh.chesterbrookacademy.com,mailto:Erika.Moore@chesterbrookacademy.com
2083933.96345314,728334.218720391,181,Wake,Children's Discovery Center,5511 Avent Ferry Rd.,Raleigh,NC,27606,https://www.casparpark.com,mailto:justincaspar@hotmail.com
2338145.47832306,175187.076985389,182,New Hanover,Children's Schoolhouse,612 South College Road,612 South College Ro,NC,28403,https://www.childrensschoolhouse.org,mailto:lhieronymus@aol.com
2653728.71690597,368851.964917317,183,Carteret,Chosen Generation Christ. Acad,5601 HWY,Morehead City,NC,28557,,mailto:bellamy73@twc.com
1251384.35394938,738945.289033651,184,Burke,Christ Classical Academy,170 Honeycutt Dr.,Connelly Springs,NC,28612,https://www.cca4god.org,mailto:christclassicalacademy@gmail.com
1504417.99387847,548061.25774473,185,Mecklenburg,Christ Classical Academy of Charlotte,10132 Harrisburg Rd.,Charlotte,NC,28215,https://www.christclassicalclt.com,mailto:kminer@christclassicalclt.com
961677.165320307,642605.266162887,186,Buncombe,Christ School,500 Christ School Road,Arden,NC,28704,https://www.christschool.org,mailto:sjenkins@christschool.org
2716461.56027205,861806.11122489,187,Chowan,Chowan Multi-Purpose Juvenile Sch,110 Substation Road,Edenton,NC,27932,https://www.mhfr.org,mailto:ChowanPM@MHFC.org
1847947.34356381,355359.532912731,188,Scotland,Christ the Cornerstone Academy,10401 McColl Road,Laurinburg,NC,28352,https://www.christthecornerstone.org,mailto:ebaines.eb@gmail.com
1637596.63500097,620225.905409887,189,Stanly,Christ the King Christian Academy,210 N. Ferry Rd.,New London,NC,28127,https://www.ctkca.com,mailto:christkingacad@gmail.com
2095492.54729131,861695.317483231,190,Granville,Christian Faith Center Acad.,101 South Peachtree Street,Creedmoor,NC,27522,https://www.cfcacademy.org,mailto:gloriam@cfcacademy.com
2124454.21410538,777470.346825898,191,Wake,Christian Life Academy,3209 Gresham Lake Rd. Ste. 136,Raleigh,NC,27615,https://www.cla-Raleigh.com,mailto:masterkey.clf@gmail.com
2482449.62016039,649326.361644566,192,Pitt,Christ Covenant School,746 Worthington Road,Winterville,NC,28590,https://www.christcs.org,mailto:kcook@christcs.org
1447314.56937164,613765.084670141,193,Mecklenburg,Christian Montessori School,14101 Stumptown Road,Huntersville,NC,28078,https://www.christianmontessorischool.org,mailto:admin@christianmontessorischool.org
1779877.7966323,850823.229647398,194,Guilford,Clara Science Academy,3015 E. Bessemer Ave,Greensboro,NC,27405,,mailto:omuhammad_v@yahoo.com
1345297.88200122,727204.428000972,195,Catawba,Christian Family Academy,1409 NC-16,Conover,NC,28613,https://www.christianfamilyacademy.org,mailto:office@christianfamilyacademy.org
2336083.20062347,141243.905042484,196,New Hanover,Coastal Christian High School,1150 The King's Highway,Wilmington,NC,28409,https://www.coastalchristian.net,mailto:culottak@coastalchristian.net
1475698.17795864,621212.49628447,197,Mecklenburg,Christ the King Catholic High School,2011 Crusader Way,Huntersville,NC,28078,https://www.ctkchs.org,mailto:CASemmler@ctkchs.org
2422047.26491547,560507.727274314,198,Lenoir,Collective Leadership Academy,608 Cameron Dr.,Kinston,NC,28501,https://www.collectivecavaliers.com/,mailto:meg@collectivecavaliers.com
2063138.46042481,229617.449423641,199,Columbus,Columbus Christian Academy,4934 Peacock Road,Whiteville,NC,28472,https://www.columbuschristianacademy.com,mailto:office@columbuschristianacademy.com
2485521.62123422,379309.049974233,200,Onslow,Coastline Christian Academy,2734 Commerce Rd.,Jacksonville,NC,28546,,mailto:Coastlinechristianacademy@gmail.com
2048996.76068988,705904.021782979,201,Wake,Coast to Mountains Preparatory Academy,2080 E. Williams Street,HOLLY SPRINGS,NC,27540,https://cmprep.k12.com/,mailto:bfriend@ctmprep.com
1685183.83772664,867885.925180733,202,Forsyth,Clubhouse Academy,745 Cinema Court  Suite 107,Kernersville,NC,27284,https://www.clubhouseacademy.net,mailto:clubhouseacademync@gmail.com
1801244.21354505,935622.1092619,203,Rockingham,Community Baptist School,509 Triangle Road,Reidsville,NC,27320,https://www.communitybaptistschools.net,mailto:amitchell@cbcschools.net
2151479.32704981,827372.274908975,204,Franklin,Commission Leadership Academy,249 Holden Rd,Youngsville,NC,27596,https://www.commissionleadershipacademy.com,mailto:tpisano@commissionleadershipacademy.com
1340278.16992781,653583.34164764,205,Lincoln,Combine Academy,270 Car Farm Road,Lincolnton,NC,28092,https://www.combineacademy.com,mailto:Mat@combineacademy.com
1982427.66548188,466527.023175731,206,Cumberland,Community Life Christian Academy,7828 Raeford Rd.,Fayetteville,NC,28304,,mailto:cldc7828@gmail.com
1521072.30112097,604245.775624812,207,Cabarrus,Concord Academy,154 Warren C. Coleman Blvd.,Concord,NC,28027,https://www.concord.academy,mailto:frank@concord.academy
2305688.69317114,741693.181831807,208,Wilson,Community Christian School,5160 Packhouse Road N.W.,Wilson,NC,27896,https://www.ccs-cyclones.com,mailto:wandamurph@ccscyclones.com
1339101.28809522,578729.819767058,209,Gaston,Community Christian Academy,2128 Dallas Cherrtville Hwy (2nd campus),Cherryville,NC,28034,,mailto:pastordavidross@gmail.com
1342277.27288496,718300.63380073,210,Catawba,Concordia Christian Day Sch.,215 5th Avenue SE,Conover,NC,28613,https://www.concordianc.org,mailto:admin@concordianc.org
2021779.71604273,484806.708729148,211,Cumberland,Cornerstone Christian Academy,3000 Scotty Hill Road,Fayetteville,NC,28303,https://www.ccafay.org,mailto:principal@ccafay.org
1449403.08586389,744714.330317065,212,Iredell,Cornerstone Christian Academy,650 Glover Street,statesville,NC,28625,https://www.welovecornerstone.com,mailto:reneegriffith@hotmail.com
1685191.91448213,443661.731964141,213,Anson,Cornerstone Treatment Facility,129 Wallace Road,Wadesboro,NC,28170,https://www.ncprtf.com,mailto:hrumppe@ncprtf.com
1495026.89684705,574087.151887059,214,Mecklenburg,Cornerstone Adventist Academy,11431 University City Boulevard,Charlotte,NC,28213,https://www.cornerstoneadventistacademy.org/,mailto:cornerstonesdacademy@gmail.com
1307157.19909638,730888.862889305,215,Catawba,Cornerstone Christian Academy,231 Third Avenue NE,Hickory,NC,28601,https://www.cornerstonecounselingnc.org,mailto:office@ccahickory.org
2306319.69879888,592156.817519307,216,Wayne,Covenant Christian Academy,300 S Madison Avenue,Goldsboro,NC,27530,https://www.ccawaynecounty.com,mailto:ccawaynecounty@gmail.com
1463903.61427747,558938.633955806,217,Mecklenburg,Compulit,Sugar Creek Recreation Center  943 W Sugar Creek Road,Charlotte,NC,28213,,mailto:compulit721@gmail.com
2821157.7987138,938032.310478225,218,Pasquotank,Covenant Classical Academy,801 Riverside Ave,Elizabeth City,NC,27909,https://www.covenantclassicalacademy.com,mailto:covenantacademyec@gmail.com
1534129.71332631,464608.21992673,219,Union,Covenant Christian Academy,2706 Secrest Short Cut Rd.,Monroe,NC,28110,http://covenant-christian-academy.covenantbcmonroe,mailto:ccamonroe@yahoo.com
1512606.67861655,618235.265034229,220,Cabarrus,Covenant Classical School,3200 Patrick Henry Drive,Concord,NC,28027,https://www.covenantclassical.org,mailto:drussell@covenantclassical.org
1482101.47814414,502592.238118649,221,Mecklenburg,Covenant Day School,800 Fullwood Lane,Matthews,NC,28105,https://www.covenantday.org,mailto:jharding@covenantday.org
1531433.44509681,601573.674341723,222,Cabarrus,CPath Academy,165 Wilshire Ave SW,Concord,NC,28025,,mailto:childpathorgan@gmail.com
1504242.41024014,522764.015032232,223,Mecklenburg,Creation Acres Montessori,11120 Lawyers Road,Mint Hill,NC,28227,https://www.creationacre.com,mailto:jasmine@creationacre.com
1377536.70892763,551329.559935138,224,Gaston,Cramerton Christian Academy,426 Woodlawn Ext.,Cramerton,NC,28032,https://www.cramertonchristian.org,mailto:info@cramertonchristian.org
1880767.93376239,516875.764997721,225,Moore,Covenant Preparatory School,649 Pee Dee Road,Southern Pines,NC,28327,https://www.covenantprepnc.com,mailto:admissions@covenantprepnc.com
2028203.33705372,816317.820968062,226,Durham,Cristo Rey Research Triangle,334 Blackwell Street  Suite 100,Durham,NC,27701,https://www.cristoreyrt.org/home,mailto:mike.glenn@cristoreyrt.org
2008189.24223948,808947.118517891,227,Durham,Cresset Christian Academy,3707 Garrett Road,Durham,NC,27707,https://www.cressetchristian.org,mailto:rtaylor@cressetchristian.org
1528809.05434822,628442.889303982,228,Cabarrus,Crosspointe Christian Academy,1175 Crosspointe Drive,Concord,NC,28025,,mailto:academycrosspointe@gmail.com
2170175.71583806,926555.418405816,229,Vance,Crossroads Christian School,583 Old County Home Road,Henderson,NC,27537,https://www.ccscolts.org,mailto:jcapps@ccscolts.org
1857613.29437622,374499.159003481,230,Scotland,Cross Pointe Christian Academy,200 N Wilkerson Drive,Laurinburg,NC,28352,https://www.crosspointechristianacademy.com,mailto:mmcorner@liberty.edu
1479198.0987803,513227.678789973,231,Mecklenburg,Crossway Academy,9111 Monroe Rd  Ste 100,Charlotte,NC,28270,https://www.crosswayacademy.com,mailto:shelley@crosswaytherapy.com
2191422.34985389,739928.721778065,232,Wake,Creative Minds Micrsoschool,940 Morphus Bridge Road,Wendell,NC,27591,,mailto:admin@creativemicroschool.com
1510101.80895439,474137.542731553,233,Union,Creative Christian Academy,4823 Old Charlotte Way,Monroe,NC,28110,https://www.creativecarenc.org,mailto:msliz@creativecarenc.org
1470211.49208164,512276.22596848,234,Mecklenburg,Cyzner Institute,7022 Sardis Road and 125 Baldwin Avenue  Suite 200,Charlotte,NC,28270,https://www.cyznerinstitute.com,mailto:klamontagne@cyznerinstitute.com
1446176.91974406,643056.190785974,235,Mecklenburg,Davidson Day School,750 Jetton Street,Davidson,NC,28036,https://www.davidsonday.org,mailto:abishop@davidsonday.org
2471415.38435489,368151.311791062,236,Onslow,Dark Woods Academy,201 New Bridge Street Suite 203,Jacksonville,NC,28540,,mailto:DarkWoodsAcademy.NS@gmail.com
2010034.25823447,455377.278742984,237,Cumberland,Cumberland Co. Christian Sch.,2587 Hope Mills Road,Fayetteville,NC,28304,https://www.cumberlandccs.com,mailto:cumberlandccs@aol.com
1652816.84537414,404200.447369814,238,Anson,Deep Creek Christian Academy,1280 Beck Road,Wadesboro,NC,28170,https://www.deepcreekchristianacademy.com,mailto:debjarman@twc.com
1448057.6000378,639469.534245387,239,Mecklenburg,Davidson Green School,511 S Main St,Davidson,NC,28036-8069,https://www.davidsongreenschool.org,mailto:jennifer@davidsongreenschool.org
1937693.36485881,457203.058884054,240,Cumberland,Delight Christian Academy,506 Doc Brown Road,Raeford,NC,28376,https://www.delightfulplace.org,mailto:delightfulplacecc@gmail.com
1995598.26578106,468464.478290305,241,Cumberland,Destiny Now Academy,6974 Raeford Road,Fayetteville,NC,28304,https://www.dnacademy.org,mailto:Kthompson@dnacademy.org
2045540.90539689,754506.609288901,242,Wake,Discovery Child Development Center,11000 Lake Grove Boulevard,Morrisville,NC,27560,https://www.discoverychilddevelopmentcenter.com,mailto:info@discoverychilddevelopmentcenter.com
2190506.76211813,743218.905814484,243,Durham,Daniyel and Children's Learning Center,103 Wood Green Drive,Wendell,NC,27591,https://www.daniyelandchildren.org,mailto:Daniyelandchildren@gmail.com
1964090.89113189,466170.126251727,244,Hoke,Dominion Christian Academy,8332 Fayetteville Road,Raeford,NC,28376,https://www.dcaraeford.com,mailto:DCARaeford@gmail.com
1634198.07191622,579044.43462339,245,Stanly,Dayspring Christian Academy,1552 Hwy 24/27 Bypass West,Albemarle,NC,28001,,mailto:onamission316@gmail.com
1507310.22661105,852867.202921644,246,Yadkin,Double Oak Christian Academy,1336 Lone Hickory Rd,Yadkinville,NC,27055,,mailto:doubleoakchristianacademy@gmail.com
1958838.20314647,339759.782944307,247,Robeson,Divine Christian Academy,6627 NC HWY 72,Pembroke,NC,28372,,mailto:divineca8@gmail.com
1438076.41560389,530011.05959323,248,Mecklenburg,Dream Children School,4000 Wiestling Street,Charliotte,NC,28217,https://www.dreamchildreninc.org,mailto:cassdrakeford@yahoo.com
1404717.94590364,643498.908076391,249,Lincoln,Denver Christian Academy,2243 North Hwy 16,Denver,NC,28037,https://www.denverchristianacademy.com,mailto:kpedicino@denverchristianacademy.com
1386135.44468288,554557.444227397,250,Gaston,Drexel School,304 McAdenville Road,Belmont,NC,28012,https://drexelhigh.org/,mailto:tcopeland@drexelhigh.org
2009848.93052113,819133.289746568,251,Durham,Duke School,3716 Erwin Road,Durham,NC,27705,https://www.dukeschool.org,mailto:foley.dyson@dukeschool.org
2115258.91950388,758143.452408895,252,Wake,Dynamic Opportunities,3610 Bush Street,Raleigh,NC,27609,https://www.dynamicop.org,mailto:office.dynamicop@gmail.com
2031554.25161172,821045.515908971,253,Durham,Durham Nativity School,1004 North Mangum Street,Durham,NC,27701,https://www.durhamnativity.org,mailto:talrefae@durhamnativity.org
1419665.97506264,779428.0673199,254,Iredell,Eagles Refuge Academy,109 Eagles Refuge Drive,Statesville,NC,28625,,mailto:eaglesrefugeacademy@gmail.com
2101875.93675546,572514.795779809,255,Harnett,Einstein Academy,1308 Denim Drive,Erwin,NC,28339,,mailto:lorrainemcneill1303@yahoo.com
2116914.89716305,316426.602248564,256,Bladen,DreamWorks Christian Academy,909 S Poplar Street,Elizabethtown,NC,28337,https://www.dreamworksbladen.com/dwca-home,mailto:dweducare@outlook.com
2109060.01392272,323665.354503304,257,Bladen,Elizabethtown Christian Academy,2605 West Broad Street,Elizabethtown,NC,28337,https://www.elizabethtownca.org,mailto:areeves@etownecem.org
2109659.78798564,727924.094540641,258,Wake,Edward Horace Johnson Lead Aca,2235 Garner Rd,Raleigh,NC,27610,https://www.ehjla.org,mailto:sjohnson@ehjla.org
2418111.79312764,676444.136149064,259,Pitt,Embassy Innovation Academy,4459 West Church Street,Farmville,NC,27828,https://www.eianc.org,mailto:embassyinnovationacademy@gmail.com
1431262.19694889,590215.428685561,260,Mecklenburg,Elysium School of Innovation,6345 Sample Road,Huntersville,NC,28078,,mailto:admin@elysiumschool.org
1469085.61802106,537832.806088805,261,Mecklenburg,Emerald School of Excellence,4012 Central Avenue,Charlotte,NC,28205,https://www.emeraldschool.org,mailto:maryf@emeraldschool.org
1976904.64995314,814213.323536649,262,Orange,Emerson Waldorf School,6211 New Jericho Road,Chapel Hill,NC,27516,https://www.emersonwaldorf.org,mailto:ceverhart@emersonwaldorf.org
929023.551165715,687550.164789975,263,Buncombe,Emmanuel Lutheran School,51 Wilburn Pl,Asheville,NC,28806,https://www.emmanuellutheranschool.org,mailto:principal@elcsmail.org
2009686.62310296,810801.887118056,264,Durham,Durham Academy,3601 Ridge Road,Chapel Hill,NC,27517,https://www.da.org,mailto:meghan.fulton@da.org
2027795.52028406,486839.227629974,265,Cumberland,EMPACT One Academy,2400 Murchison Road,Fayetteville,NC,28301,https://www.empactacademy.com,mailto:exd@empactonefoundation.org
924683.213389724,690944.037267312,266,Buncombe,Eliada Academy,2 Compton Drive,Asheville,NC,28806,https://www.eliada.org,mailto:zeden@eliada.org
1469068.72632255,541842.962766647,267,Mecklenburg,Enlighten Legacy Microschool Academy,2017 Bentley Place,Charlotte,NC,28205,https://elmamainpage.netlify.app/,mailto:elmacademy001@gmail.com
2031417.30142631,817179.446869478,268,Durham,Empowered Minds Academy,311 Oakwood Ave,Durham,NC,27701,https://www.empoweredmindsacademy.org,mailto:valine@empoweredmindsacademy.org
1636628.6421863,861491.321828231,269,Forsyth,Ephesus Junior Academy,1225 North Cleveland Avenue,Winston-Salem,NC,27101,https://www.ejacademy.org,mailto:pfulton03@yahoo.com
1882711.52665997,516622.354415312,270,Moore,Episcopal Day School,340 E. Massachusetts Ave.,Southern Pines,NC,28387,https://www.episcopalday.org,mailto:eds@episcopalday.org
2398969.35601889,581231.958463565,271,Lenoir,Emowerment Educational Center,3806 Hwy 258 N.,Kinston,NC,28504,,mailto:empowermented2025@gmail.com
1449360.83332372,537177.043292731,272,Mecklenburg,Epiphany School of Charlotte,1000 E. Morehead Street,Charlotte,NC,28204,https://www.epiphanyschoolcharlotte.com,mailto:karen.ely@epiphanyschoolofcharlotte.com
2477015.49454571,660032.869759068,273,Pitt,Evergreen Christian Academy,3980 Victory Lane,Winterville,NC,28590,,mailto:admin@ecagreenville.com
1562028.96494238,702414.081256315,274,Rowan,Essie Academy,507 W. Innes Street,Salisbury,NC,28144,https://bxigntec.wixsite.com/essie-academy-mini-m/,mailto:essiesschool@gmail.com
1873349.94334905,857527.845175147,275,Alamance,Excel Christian Academy,734 Apple St.,Burlington,NC,27217,https://www.excelchristianacademydayschool.com/,mailto:lcovington@ebenezerucc.com
1643575.44161288,876317.969668314,276,Forsyth,Excel Leadership Academy,5095 Lansing Drive,Winston-Salem,NC,27105,,mailto:lspell@exceltoday.org
1431280.58995672,538081.869567066,277,Mecklenburg,Eyes of Angels Private School,2600 Elmin Street,Charlotte,NC,28208,https://www.eyesofangels.org,mailto:eyesofangels1@gmail.com
2475059.95449355,372058.20883289,278,Onslow,F.A.C.T. Day Treatment School,120 Henderson Drive,Jacksonville,NC,28540,https://www.mhfc.org,mailto:fact@mhfc.org
2026851.40963946,805478.963708818,279,Durham,Faith Assembly Christian Academy,3120 Fayetteville Street,Durham,NC,27707,https://www.facadurham.org,mailto:faca@facc-ministries.org
1140327.43334714,594763.726675555,280,Rutherford,Faith Academy,143 Old Wagy Rd.,Forest City,NC,28043,,mailto:faithpw48@gmail.com
2575642.84945597,497539.560888067,281,Craven,Epiphany School of Global Studies,2301 Trent Road,New Bern,NC,28562,https://www.epiphanyglobalschool.org,mailto:dwang@epiphanyglobalschool.org
1521312.5834488,638611.14390181,282,Cabarrus,Faith Christian Academy,904 Chipola Street,Kannapolis,NC,28083,https://www.faithkannapolis.com,mailto:pcahoon@faithchurch.info
2294176.75687747,601824.854285568,283,Wayne,Faith Christian Academy,1200 W. Grantham Street,Goldsboro,NC,27530,https://www.fcagoldsboro.com,mailto:smcneese@faithfwbc.com
1498162.41190147,530410.778610066,284,Mecklenburg,Faith Baptist Christian School,6840 Wilson Grove Road,Charlotte,NC,28227,,mailto:fbcscharlotte@gmail.com
923157.501546144,682433.832831055,285,Buncombe,Evolve Early Learning,5 A Woodlad Dr,Asheville,NC,28806,,mailto:evolveearlylearning@gmail.com
2106483.61454797,558429.693044558,286,Harnett,Faith Education Academy,2082 Arrowhead Road,Dunn,NC,28334,https://www.faitheducationacademync.com,mailto:feaacademy@yahoo.com
2342363.01385123,795044.289696306,287,Nash,Faith Christian School,1333 Faith Christian Dr.,Rocky Mount,NC,27803,https://www.fcspatriots.com,mailto:erik.harris@fcspatriots.com
1812458.61795346,713362.286065891,288,Randolph,Faith Christian School,5449 Brookhaven Road,Ramseur,NC,27316,https://www.faithramseur.org,mailto:pfrye@faithramseur.org
2103001.23601405,526389.25056389,289,Cumberland,Falcon Christian Academy,7555 N. West St.,Falcon,NC,28342,https://www.falconchildrenshome.org,mailto:mjohnson@fchfs.org
1736539.01684022,585228.822517067,290,Montgomery,Family Worship Minist. Chr. Acad.,401 TROY-CANDOR RD.,Troy,NC,27371,https://www.fwmchurch.com,mailto:drchristyp@gmail.com
966678.601511642,586284.602557734,291,Henderson,Faith-Covenant Christian Academy,1 Summit  Circle,Hendersonville,NC,28739,https://www.faithcovenantchristianacademy.org,mailto:faithcovenantacademy@yahoo.com
2017750.38847147,478086.108981401,292,Cumberland,Fayetteville Academy,3200 CLIFFDALE ROAD,FAYETTEVILLE,NC,28303,https://www.fayacademy.org,mailto:bfisher@fayacademy.org
2015611.71722388,468507.557600483,293,Cumberland,Fayetteville Christian School,1422 Ireland Drive,Fayetteville,NC,28304,https://www.fayettevillechristian.com,mailto:sweldy@fayettevillechristian.com
1505333.89230914,882405.095617399,294,Yadkin,Faith Fellowship School,5212 US Highway 601 North,Yadkinville,NC,27055,,mailto:mpavlansky1@gmail.com
1758203.49450855,716853.311892226,295,Randolph,Fayetteville Street Christian School,151 W. Pritchard Street,Asheboro,NC,27203,https://www.fscspatriots.org,mailto:officeadmin@fscspatriots.org
1909309.50660038,542179.613996223,296,Moore,Father Vincent Capodanno High School,4364 US HWY 1,Vass,NC,28394,https://www.capodannohigh.org,mailto:joe.skillman@capodannohigh.org
2040924.62329088,819052.040237144,297,Durham,Fellowship Baptist Academy,450 Muldee Street,Durham,NC,27703,https://www.fbcofdurham.org,mailto:rickfinley59@yahoo.com
1894271.45137472,571948.533132806,298,Moore,Fellowship Christian Academy,1305 Hulsey Rd,Carthage,NC,28327,https://www.fellowshipchristianacademy.com,mailto:nussbaumer@fcacarthage.com
2492882.51005572,364682.141235977,299,Onslow,Fellowship Christian Academy,7 East Dr,Jacksonville,NC,28546,https://www.fbc-fca.com,mailto:office@fbc-fca.com
1526041.2964323,463546.98943764,300,Union,First Assembly Christian School,2500 Arnold Drive,Monroe,NC,28110,,mailto:firstagofmonroe@aol.com
2420444.08242631,563063.393422812,301,Lenoir,Fearfully & Wonderfully Made Aca,717 Rosanne Drive Suite 2,Kinston,NC,28501,,mailto:amefford@fwmministries.org
1995918.73134747,467619.373681307,302,Cumberland,First Impressions Academy,6965 Nexus Court,Fayetteville,NC,28304,https://www.fiaprepschools.com,mailto:firstimpressions@rocketmail.com
1858444.8127263,861344.195810139,303,Alamance,Faith Christian Academy,247 NC Hwy 87,Burlington,NC,27217,https://www.faithca.com,mailto:carmen@faithca.com
1722039.14754605,809229.126812145,304,Guilford,First Harvest Academy,1106 edinburgh dr,Jamestown,NC,27282,,mailto:Candace@firstharvestacademy.com
1514275.08571281,447252.908836901,305,Union,Fellowship Christian School,902 South Rocky River Rd,Monroe,NC,28110,https://www.fellowshipchristians.com,mailto:fellowshipchristian2000@gmail.com
2004384.00673972,797804.123087391,306,Durham,Five Oaks SDA School,4124 Farrington Road,Durham,NC,27707,https://www.fiveoaksschool.org,mailto:5oaks4him@gmail.com
2024358.81455906,455601.741548643,307,Cumberland,Flaming Sword Christian Academy,3230 Legion Rd,Hope Mills,NC,28348,https://www.flamingswordcampus.org,mailto:wanda@flamingswordcampus.org
2319204.84428839,724155.440988734,308,Wilson,First Presbyter Weekday School,414 Sunset Rd NW,Wilson,NC,27893,,mailto:fpcschool@gmail.com
2108180.59212513,744570.311576232,309,Wake,Fletcher Academy,1116 N Blount Street,Raleigh ,NC,27604,https://www.tfaraleigh.org,mailto:patkinson@tfaraleigh.org
1352974.34761938,557255.060223222,310,Gaston,First Wesleyan Christian School,208-A South Church St,Gastonia,NC,28054,https://www.fwcsfwcs.org,mailto:gthornburg@fwcsfwcs.org
961305.263833135,617059.212268233,311,Henderson,Fletcher Academy,185 Fletcher Academy Drive,Fletcher,NC,28732,https://www.fletcheracademy.org,mailto:pwilhelm@fletcheracademy.org
1474688.50084414,506316.251339898,312,Mecklenburg,Fletcher School,8500 Sardis Road,Charlotte,NC,28270,https://www.thefletcherschool.org,mailto:jnussbaumer@thefletcherschool.org
2088694.22591422,750857.284894645,313,Wake,Follow the Child Montessori School,3601 Harden Road,Raleigh,NC,27607,https://www.followthechild.org,mailto:rebecca@followthechild.org
1749000.46370205,1006376.65213573,314,Rockingham,Floyd Christian School,3652 Price Road,Eden,NC,27288,,mailto:floydchristianschool@gmail.com
1430013.30837056,571974.810311228,315,Mecklenburg,Footprints Learning & Leadership Academy,6701 Pleasant Grove Road,Charlotte,NC,28216,homescholingfootprints.com,mailto:kristinj@homeschoolingfootprints.com
1088917.87442106,552802.039601728,316,Polk,Foothills Academy,25 Shields Drive,Tryon,NC,28782,,mailto:kmontgomery@foothillsaca.com
2368401.74720672,801620.336583555,317,Edgecombe,Foundation Builders Academy,54 Therapy Lane,Rocky Mount,NC,27801,,mailto:frenchy@rockymountdaycare.com
1485059.63561364,502979.744561478,318,Mecklenburg,Foundation Academy,212 W Matthews St  Suite 105,Matthews,NC,28105,,mailto:lisa@learningfdn.org
1589517.38601531,858734.768614307,319,Forsyth,Forsyth Country Day School,5501 Shallowford Road,Lewisville,NC,27023,https://www.fcds.org,mailto:jennifernugent@fcds.org
2132207.33245739,582192.880426228,320,Harnett,Foundations Christian Academy,1560 Stewart Road,Dunn,NC,28334,,mailto:dowilson@foundations.edu
