"year","month","state","handgun_unadjusted","long_gun_unadjusted","total_unadjusted","handgun_adjusted","long_gun_adjusted","total_adjusted"
2012,"01","Pennsylvania",21,73046,73066,20,77383,77403
2000,"01","Pennsylvania",719,38058,38777,553,43159,43711
2013,"01","Pennsylvania",67,102981,103048,63,110399,110463
2026,"01","Pennsylvania",40655,21639,62294,41916,24062,65978
2011,"01","Pennsylvania",163,53480,53643,165,55968,56133
2021,"01","Pennsylvania",89751,35938,125689,97682,43139,140821
2018,"01","Pennsylvania",41039,11266,52305,44460,13515,57975
2025,"01","Pennsylvania",40935,21363,62298,42567,23915,66483
2009,"01","Pennsylvania",125,59920,60046,137,61899,62035
2014,"01","Pennsylvania",228,53205,53432,215,58344,58559
2004,"01","Pennsylvania",177,41666,41843,169,45785,45955
2002,"01","Pennsylvania",958,46541,47499,788,52437,53225
2024,"01","Pennsylvania",39600,20616,60216,41598,23409,65008
2017,"01","Pennsylvania",48619,11758,60377,51364,13826,65190
2019,"01","Pennsylvania",44158,13016,57175,48401,15753,64154
2023,"01","Pennsylvania",47082,21160,68242,50142,24539,74680
2022,"01","Pennsylvania",46120,20260,66380,49585,23959,73544
2006,"01","Pennsylvania",173,42826,42999,191,45353,45543
2009,"02","Pennsylvania",210,63075,63285,172,62289,62461
2014,"02","Pennsylvania",52262,11254,63516,43478,10788,54266
2021,"02","Pennsylvania",60211,24663,84874,57297,26057,83354
2000,"02","Pennsylvania",574,41264,41838,603,44529,45132
2005,"02","Pennsylvania",244,42992,43237,258,44940,45198
2010,"02","Pennsylvania",72,51939,52010,54,50246,50300
2026,"02","Pennsylvania",43729,22277,66007,42342,23558,65900
2013,"02","Pennsylvania",29,90484,90512,22,85594,85616
2012,"02","Pennsylvania",74,98028,98101,55,92371,92426
2016,"02","Pennsylvania",68126,12970,81096,60995,12935,73930
2025,"02","Pennsylvania",42781,21020,63801,41109,22099,63208
2006,"02","Pennsylvania",163,45678,45840,168,47143,47312
2007,"02","Pennsylvania",105,47462,47566,103,48309,48412
2023,"02","Pennsylvania",51933,23197,75130,49362,24378,73740
2003,"02","Pennsylvania",416,43899,44315,426,46853,47279
2011,"02","Pennsylvania",240,65953,66193,177,62677,62853
2020,"02","Pennsylvania",58722,17020,75743,55756,17971,73728
2002,"02","Pennsylvania",634,48310,48943,652,51971,52623
2024,"02","Pennsylvania",47988,24483,72470,45743,25705,71448
2001,"02","Pennsylvania",451,39426,39877,474,42512,42986
2017,"02","Pennsylvania",59518,14007,73525,54206,14241,68447
2018,"02","Pennsylvania",56568,16334,72901,52538,16909,69446
2022,"02","Pennsylvania",55251,23455,78706,52471,24769,77240
2008,"02","Pennsylvania",107,51070,51176,96,51333,51429
2015,"02","Pennsylvania",57075,9600,66674,49755,9380,59135
2004,"02","Pennsylvania",694,44522,45217,716,47170,47886
2019,"02","Pennsylvania",52327,14627,66954,49387,15311,64697
2010,"03","Pennsylvania",160,72235,72394,130,58298,58428
2016,"03","Pennsylvania",66538,13529,80067,49629,11263,60892
2012,"03","Pennsylvania",70,101927,101998,53,82812,82865
2003,"03","Pennsylvania",495,57653,58148,430,48990,49420
2004,"03","Pennsylvania",238,55025,55263,213,46505,46718
2009,"03","Pennsylvania",205,76327,76531,174,61982,62156
2001,"03","Pennsylvania",537,49091,49628,459,41913,42372
2015,"03","Pennsylvania",62447,11708,74155,45900,9760,55660
2023,"03","Pennsylvania",59655,27771,87426,47895,23767,71662
2020,"03","Pennsylvania",89451,24234,113685,67959,19842,87801
2019,"03","Pennsylvania",66075,18613,84688,49461,15208,64669
2021,"03","Pennsylvania",82386,33462,115848,63578,27642,91220
2005,"03","Pennsylvania",231,53282,53513,212,44752,44964
2007,"03","Pennsylvania",116,60311,60426,103,50001,50103
2013,"03","Pennsylvania",47,92668,92716,35,76003,76038
2008,"03","Pennsylvania",241,61349,61590,211,50374,50584
2014,"03","Pennsylvania",63734,11386,75120,46853,9435,56287
2000,"03","Pennsylvania",814,52890,53704,689,45227,45916
2011,"03","Pennsylvania",134,79229,79363,105,63969,64074
2025,"03","Pennsylvania",50618,25149,75767,41090,22136,63226
2018,"03","Pennsylvania",74532,21854,96385,55762,17924,73686
2017,"03","Pennsylvania",67328,17420,84747,50328,14396,64724
2022,"03","Pennsylvania",63811,28347,92158,50425,23803,74228
2002,"03","Pennsylvania",823,59355,60178,709,50582,51291
2006,"03","Pennsylvania",130,55288,55418,119,46140,46259
2024,"03","Pennsylvania",55724,28326,84050,45172,24673,69844
2014,"04","Pennsylvania",49001,8736,57737,50419,9481,59900
2003,"04","Pennsylvania",549,46119,46668,498,47890,48388
2007,"04","Pennsylvania",107,49601,49708,109,50785,50894
2020,"04","Pennsylvania",59445,16256,75701,57883,17075,74957
2000,"04","Pennsylvania",1143,42702,43845,1051,44783,45834
2008,"04","Pennsylvania",129,50323,50452,135,51252,51386
2013,"04","Pennsylvania",24,70858,70882,25,75596,75621
2015,"04","Pennsylvania",49672,8699,58370,50671,9534,60205
2024,"04","Pennsylvania",44283,22862,67145,43350,23743,67093
2019,"04","Pennsylvania",46660,13530,60190,46056,14471,60528
2016,"04","Pennsylvania",56619,12791,69410,57493,14096,71589
2021,"04","Pennsylvania",68628,28035,96663,66371,29003,95374
2025,"04","Pennsylvania",42695,21701,64396,42135,22786,64920
2001,"04","Pennsylvania",458,39675,40132,413,41550,41963
2017,"04","Pennsylvania",53081,13065,66145,53605,14353,67957
2004,"04","Pennsylvania",349,45049,45398,325,46625,46950
2002,"04","Pennsylvania",550,50808,51358,496,52968,53464
2006,"04","Pennsylvania",528,42856,43384,521,44079,44600
2009,"04","Pennsylvania",136,65559,65695,142,66594,66736
2023,"04","Pennsylvania",48256,23734,71990,46831,24451,71282
2012,"04","Pennsylvania",32,78566,78598,33,82289,82322
2018,"04","Pennsylvania",51802,14777,66580,51910,16090,68000
2011,"04","Pennsylvania",132,68022,68154,137,70002,70139
2022,"04","Pennsylvania",54322,24176,78498,52436,24859,77296
2005,"04","Pennsylvania",208,44226,44433,197,45660,45857
2010,"04","Pennsylvania",433,55041,55474,452,56019,56471
2006,"05","Pennsylvania",100,37715,37815,111,45577,45688
2019,"05","Pennsylvania",41855,11888,53743,48703,15178,63880
2005,"05","Pennsylvania",186,35395,35581,212,42938,43150
2015,"05","Pennsylvania",42261,7508,49768,50720,9804,60524
2002,"05","Pennsylvania",255,43686,43942,364,53788,54153
2008,"05","Pennsylvania",124,44496,44620,137,53348,53484
2020,"05","Pennsylvania",62101,17880,79981,71690,22655,94346
2023,"05","Pennsylvania",40962,19253,60215,46076,24140,70215
2017,"05","Pennsylvania",46911,12235,59146,55418,15859,71276
2018,"05","Pennsylvania",43742,11737,55478,51196,15064,66261
2012,"05","Pennsylvania",40,68251,68290,47,85773,85820
2024,"05","Pennsylvania",39257,19323,58579,43344,24103,67447
2011,"05","Pennsylvania",69,53002,53072,81,65336,65417
2001,"05","Pennsylvania",208,33528,33736,319,41437,41756
2004,"05","Pennsylvania",311,35018,35330,377,42738,43115
2016,"05","Pennsylvania",43959,9647,53606,52201,12561,64762
2007,"05","Pennsylvania",116,42667,42782,127,51287,51414
2014,"05","Pennsylvania",41801,7558,49359,50314,9789,60102
2013,"05","Pennsylvania",22,54705,54727,26,69991,70017
2010,"05","Pennsylvania",130,45761,45891,148,55465,55613
2000,"05","Pennsylvania",1863,35582,37445,3009,44097,47105
2003,"05","Pennsylvania",432,40799,41231,570,49988,50558
2021,"05","Pennsylvania",52974,21386,74360,61124,27046,88169
2022,"05","Pennsylvania",45115,18729,63844,51488,23539,75027
2025,"05","Pennsylvania",39498,19426,58924,43081,24185,67266
2009,"05","Pennsylvania",124,50197,50322,139,60197,60335
2016,"06","Pennsylvania",49145,13025,62170,59515,17142,76656
2017,"06","Pennsylvania",45549,12229,57778,54191,15847,70038
2005,"06","Pennsylvania",497,34346,34844,702,43812,44515
2018,"06","Pennsylvania",41008,11899,52907,47798,15223,63021
2010,"06","Pennsylvania",128,47296,47423,162,59823,59986
2006,"06","Pennsylvania",113,36330,36443,155,45766,45921
2021,"06","Pennsylvania",51228,21010,72238,57073,25909,82982
2025,"06","Pennsylvania",36607,18403,55010,41444,22891,64335
2015,"06","Pennsylvania",42908,7406,50314,52717,9836,62553
2019,"06","Pennsylvania",39625,11358,50983,45314,14313,59628
2000,"06","Pennsylvania",858,34222,35080,1229,45607,46836
2001,"06","Pennsylvania",289,32000,32289,424,42537,42961
2020,"06","Pennsylvania",99717,26432,126149,112303,32934,145238
2004,"06","Pennsylvania",117,35354,35471,174,45740,45913
2011,"06","Pennsylvania",166,50817,50983,209,65389,65597
2023,"06","Pennsylvania",40094,19978,60072,44788,24631,69419
2012,"06","Pennsylvania",58,66204,66262,73,86545,86618
2024,"06","Pennsylvania",37070,18809,55879,41753,23305,65058
2009,"06","Pennsylvania",85,47586,47671,108,59464,59571
2013,"06","Pennsylvania",22,50070,50092,27,66392,66419
2002,"06","Pennsylvania",382,39250,39632,579,51956,52535
2008,"06","Pennsylvania",122,39660,39783,157,49319,49477
2014,"06","Pennsylvania",36587,6685,43272,45281,8922,54204
2022,"06","Pennsylvania",53032,23009,76041,59099,28319,87418
2003,"06","Pennsylvania",279,35903,36182,421,47155,47576
2007,"06","Pennsylvania",82,44166,44249,108,55231,55339
2014,"07","Pennsylvania",37998,7197,45196,45507,9652,55159
2008,"07","Pennsylvania",76,41911,41987,79,52351,52430
2001,"07","Pennsylvania",441,31176,31617,615,40312,40927
2005,"07","Pennsylvania",713,35164,35877,905,44356,45261
2006,"07","Pennsylvania",90,34423,34514,108,43148,43256
2021,"07","Pennsylvania",51368,21938,73306,59485,27892,87377
2013,"07","Pennsylvania",21,47430,47451,24,63503,63527
2004,"07","Pennsylvania",162,37336,37498,212,47431,47643
2010,"07","Pennsylvania",180,47079,47259,175,59699,59874
2017,"07","Pennsylvania",41062,12863,53925,50873,17012,67886
2022,"07","Pennsylvania",47215,20013,67229,54537,25409,79946
2025,"07","Pennsylvania",34859,17238,52097,41117,22623,63740
2002,"07","Pennsylvania",275,41577,41852,376,53488,53864
2019,"07","Pennsylvania",37235,11019,48254,44537,14256,58793
2003,"07","Pennsylvania",414,35176,35589,557,44945,45502
2018,"07","Pennsylvania",36843,10712,47555,44951,14011,58962
2023,"07","Pennsylvania",36652,17452,54104,42503,22285,64788
2012,"07","Pennsylvania",44,70255,70299,46,92852,92898
2000,"07","Pennsylvania",663,34025,34689,939,44083,45022
2020,"07","Pennsylvania",85639,24504,110143,100729,31413,132142
2007,"07","Pennsylvania",94,42661,42755,104,53229,53333
2024,"07","Pennsylvania",36434,19186,55620,42727,24904,67631
2011,"07","Pennsylvania",44,50097,50141,44,64792,64836
2016,"07","Pennsylvania",51527,12972,64500,64418,17266,81684
2009,"07","Pennsylvania",138,46921,47058,135,58820,58955
2015,"07","Pennsylvania",42116,7574,49689,52065,10129,62194
2013,"08","Pennsylvania",32,57902,57934,33,64682,64715
2021,"08","Pennsylvania",52240,24132,76372,56323,26834,83158
2001,"08","Pennsylvania",541,38533,39074,609,42958,43567
2005,"08","Pennsylvania",129,38981,39109,171,43887,44057
2008,"08","Pennsylvania",134,45860,45994,154,52301,52456
2012,"08","Pennsylvania",48,79317,79365,49,88824,88873
2022,"08","Pennsylvania",47490,21758,69248,51225,24316,75540
2002,"08","Pennsylvania",669,48363,49031,780,53913,54693
2018,"08","Pennsylvania",41956,13102,55058,46476,14609,61086
2007,"08","Pennsylvania",113,51707,51820,140,58914,59054
2024,"08","Pennsylvania",42202,23876,66077,45532,26797,72328
2017,"08","Pennsylvania",44691,14487,59178,50545,16236,66781
2010,"08","Pennsylvania",133,51923,52056,137,59046,59183
2011,"08","Pennsylvania",152,60151,60303,154,67867,68021
2003,"08","Pennsylvania",697,41919,42616,865,46792,47657
2016,"08","Pennsylvania",50771,12870,63641,57597,14429,72026
2019,"08","Pennsylvania",47915,14645,62560,52284,16226,68511
2023,"08","Pennsylvania",38937,20129,59066,42024,22560,64585
2004,"08","Pennsylvania",150,40461,40611,195,45269,45463
2020,"08","Pennsylvania",76258,26797,103055,82400,29653,112053
2015,"08","Pennsylvania",45696,8769,54465,51047,9829,60876
2025,"08","Pennsylvania",38685,20812,59497,41634,23352,64986
2009,"08","Pennsylvania",113,49214,49327,122,56165,56287
2006,"08","Pennsylvania",63,41747,41810,81,47323,47404
2014,"08","Pennsylvania",44422,9854,54276,47573,11025,58599
2000,"08","Pennsylvania",838,38170,39008,930,42501,43430
2008,"09","Pennsylvania",125,50642,50767,151,51823,51974
2018,"09","Pennsylvania",40472,13819,54292,45884,14880,60764
2007,"09","Pennsylvania",128,50210,50337,152,50760,50912
2015,"09","Pennsylvania",46426,9638,56064,55986,10593,66579
2000,"09","Pennsylvania",698,45750,46449,833,44071,44904
2012,"09","Pennsylvania",30,58915,58945,42,62605,62647
2003,"09","Pennsylvania",314,47884,48198,410,46734,47144
2025,"09","Pennsylvania",40093,22843,62935,43220,23779,66999
2001,"09","Pennsylvania",529,54099,54628,651,52274,52925
2024,"09","Pennsylvania",39675,23793,63468,43220,24856,68076
2016,"09","Pennsylvania",50711,13967,64678,59282,15335,74617
2006,"09","Pennsylvania",84,50920,51004,102,50874,50976
2013,"09","Pennsylvania",18,57960,57978,24,62414,62438
2017,"09","Pennsylvania",43808,14544,58352,50292,15871,66164
2002,"09","Pennsylvania",425,52215,52639,540,50694,51235
2005,"09","Pennsylvania",188,45491,45679,240,45022,45262
2022,"09","Pennsylvania",45002,22641,67643,49932,23802,73734
2010,"09","Pennsylvania",99,57012,57111,136,59675,59811
2019,"09","Pennsylvania",44223,15918,60141,49620,16923,66543
2020,"09","Pennsylvania",74920,27805,102725,83479,29297,112776
2021,"09","Pennsylvania",49061,24791,73852,54609,26079,80689
2014,"09","Pennsylvania",46757,9705,56462,59286,10571,69857
2023,"09","Pennsylvania",38560,21943,60503,42484,23012,65495
2011,"09","Pennsylvania",79,64353,64432,114,67830,67944
2009,"09","Pennsylvania",100,55259,55359,129,57331,57460
2004,"09","Pennsylvania",117,45824,45940,152,44948,45100
2025,"10","Pennsylvania",45010,26283,71293,43035,23260,66294
2002,"10","Pennsylvania",442,64227,64669,416,52325,52741
2012,"10","Pennsylvania",32,63928,63960,41,60507,60548
2008,"10","Pennsylvania",132,60509,60641,153,55648,55801
2018,"10","Pennsylvania",45553,16041,61595,45901,14583,60483
2003,"10","Pennsylvania",442,56091,56533,428,46590,47019
2010,"10","Pennsylvania",117,62590,62707,154,59238,59391
2016,"10","Pennsylvania",62520,17845,80365,63699,16269,79968
2019,"10","Pennsylvania",48808,18803,67612,49169,17086,66255
2007,"10","Pennsylvania",238,57328,57565,258,51979,52237
2015,"10","Pennsylvania",55131,12013,67144,57928,10965,68893
2004,"10","Pennsylvania",185,54573,54758,182,46427,46609
2024,"10","Pennsylvania",45625,27460,73085,43909,24416,68324
2011,"10","Pennsylvania",42,69245,69287,56,65807,65863
2014,"10","Pennsylvania",55165,11834,66999,61353,10916,72269
2001,"10","Pennsylvania",717,69350,70067,661,55804,56465
2005,"10","Pennsylvania",294,48917,49211,295,42694,42989
2023,"10","Pennsylvania",46148,28260,74408,44935,25295,70229
2021,"10","Pennsylvania",55204,28393,83597,54928,25596,80525
2000,"10","Pennsylvania",1004,52917,53921,912,42360,43272
2009,"10","Pennsylvania",81,61520,61601,102,57535,57637
2020,"10","Pennsylvania",80968,32539,113507,81231,29476,110707
2013,"10","Pennsylvania",18,64620,64637,21,60450,60471
2017,"10","Pennsylvania",48315,17164,65480,48607,15625,64232
2022,"10","Pennsylvania",47650,24553,72203,46798,22002,68800
2006,"10","Pennsylvania",94,54242,54336,96,48371,48467
2008,"11","Pennsylvania",188,86178,86367,137,69473,69610
2020,"11","Pennsylvania",82971,38155,121125,77800,27799,105599
2016,"11","Pennsylvania",72807,22536,95342,61135,15274,76410
2006,"11","Pennsylvania",568,62277,62844,401,49626,50027
2009,"11","Pennsylvania",178,65924,66102,134,52599,52732
2012,"11","Pennsylvania",55,86054,86109,44,63702,63747
2025,"11","Pennsylvania",45100,31841,76941,41728,23056,64784
2018,"11","Pennsylvania",54261,22509,76770,47737,15631,63368
2014,"11","Pennsylvania",62711,15298,78009,52210,10643,62853
2010,"11","Pennsylvania",216,73962,74177,165,58065,58230
2011,"11","Pennsylvania",26,80810,80837,21,61757,61778
2017,"11","Pennsylvania",60464,23757,84220,51771,16182,67953
2007,"11","Pennsylvania",158,61206,61365,114,49205,49318
2021,"11","Pennsylvania",52479,31912,84391,49830,23571,73402
2001,"11","Pennsylvania",681,69694,70375,559,51138,51698
2005,"11","Pennsylvania",114,56309,56423,80,44148,44228
2019,"11","Pennsylvania",54969,24433,79402,50041,17407,67448
2015,"11","Pennsylvania",69027,17927,86954,57524,12242,69766
2003,"11","Pennsylvania",639,60492,61131,467,45654,46121
2023,"11","Pennsylvania",48390,34016,82406,45576,25107,70682
2000,"11","Pennsylvania",414,59127,59541,349,43128,43477
2022,"11","Pennsylvania",49838,30256,80093,47293,22438,69731
2002,"11","Pennsylvania",671,68272,68942,520,50717,51236
2004,"11","Pennsylvania",450,60147,60597,315,46344,46658
2013,"11","Pennsylvania",28,77471,77498,23,55371,55394
2024,"11","Pennsylvania",49158,34097,83255,45832,24919,70751
2018,"12","Pennsylvania",60343,22805,83148,49854,16786,66640
2012,"12","Pennsylvania",86,116409,116494,80,89454,89535
2001,"12","Pennsylvania",756,62776,63532,513,53194,53706
2003,"12","Pennsylvania",301,53625,53926,189,45058,45247
2023,"12","Pennsylvania",53447,34152,87598,45975,25431,71406
2008,"12","Pennsylvania",105,74433,74537,91,62281,62372
2004,"12","Pennsylvania",405,56164,56569,249,46994,47242
2006,"12","Pennsylvania",198,65333,65531,132,54294,54426
2010,"12","Pennsylvania",139,69653,69792,140,56691,56831
2005,"12","Pennsylvania",420,55141,55561,259,45893,46152
2019,"12","Pennsylvania",58498,22306,80804,48678,16551,65229
2022,"12","Pennsylvania",58310,31103,89412,49460,23264,72724
2002,"12","Pennsylvania",305,55490,55794,201,46850,47051
2014,"12","Pennsylvania",68011,14011,82022,57417,10261,67678
2020,"12","Pennsylvania",69243,32188,101431,58018,24079,82097
2024,"12","Pennsylvania",49347,32503,81850,43312,24190,67503
2009,"12","Pennsylvania",98,61850,61948,94,51270,51364
2007,"12","Pennsylvania",130,58760,58890,97,48961,49058
2016,"12","Pennsylvania",70642,20557,91199,57443,14883,72326
2011,"12","Pennsylvania",35,92028,92063,35,72821,72855
2017,"12","Pennsylvania",63609,21790,85398,51811,15843,67654
2021,"12","Pennsylvania",63604,33182,96786,53519,24829,78348
2013,"12","Pennsylvania",22,75098,75120,19,56008,56027
2000,"12","Pennsylvania",735,49839,50574,511,42275,42786
2015,"12","Pennsylvania",99061,20634,119694,81215,14930,96144
2025,"12","Pennsylvania",45244,30457,75701,40447,22668,63115
2011,"01","Puerto Rico",707,143,850,711,161,872
2021,"01","Puerto Rico",3849,323,4172,4300,367,4667
2018,"01","Puerto Rico",1899,221,2120,2078,256,2335
2000,"01","Puerto Rico",209,68,277,239,97,336
2007,"01","Puerto Rico",639,155,794,641,176,817
2006,"01","Puerto Rico",630,131,761,639,153,792
2009,"01","Puerto Rico",602,96,697,598,117,715
2019,"01","Puerto Rico",2279,218,2497,2502,252,2754
2004,"01","Puerto Rico",498,128,626,534,153,687
2008,"01","Puerto Rico",574,127,701,569,148,718
2010,"01","Puerto Rico",560,124,684,559,145,704
2023,"01","Puerto Rico",4257,352,4609,4819,405,5225
2015,"01","Puerto Rico",1154,183,1336,1212,212,1423
2017,"01","Puerto Rico",1201,221,1422,1304,258,1563
2026,"01","Puerto Rico",3300,421,3721,3669,472,4141
2003,"01","Puerto Rico",604,113,717,668,140,808
2022,"01","Puerto Rico",4928,359,5287,5548,408,5956
2001,"01","Puerto Rico",354,94,448,402,122,524
2002,"01","Puerto Rico",483,88,571,541,115,657
2005,"01","Puerto Rico",678,114,792,707,137,844
2014,"01","Puerto Rico",1285,276,1561,1326,299,1626
2024,"01","Puerto Rico",3433,415,3848,3886,470,4356
2013,"01","Puerto Rico",1232,274,1506,1256,291,1547
2016,"01","Puerto Rico",1057,185,1242,1134,219,1353
2012,"01","Puerto Rico",905,138,1043,917,153,1070
2025,"01","Puerto Rico",3127,373,3500,3517,426,3943
2020,"01","Puerto Rico",1760,198,1958,1951,236,2187
2020,"02","Puerto Rico",1712,156,1868,1855,199,2054
2007,"02","Puerto Rico",510,141,651,544,162,706
2015,"02","Puerto Rico",1185,231,1416,1259,256,1515
2014,"02","Puerto Rico",1290,237,1527,1373,257,1631
2022,"02","Puerto Rico",5459,431,5890,5856,471,6327
2024,"02","Puerto Rico",3785,364,4149,3909,395,4305
2002,"02","Puerto Rico",601,136,737,638,161,799
2012,"02","Puerto Rico",1256,217,1473,1343,231,1573
2000,"02","Puerto Rico",393,78,471,423,102,525
2003,"02","Puerto Rico",539,117,656,565,142,706
2008,"02","Puerto Rico",509,113,623,546,132,679
2010,"02","Puerto Rico",562,156,718,603,170,773
2025,"02","Puerto Rico",3532,420,3952,3576,452,4028
2004,"02","Puerto Rico",565,119,684,594,144,738
2018,"02","Puerto Rico",1948,204,2152,2098,244,2342
2019,"02","Puerto Rico",2373,200,2573,2559,245,2804
2026,"02","Puerto Rico",3753,450,4203,3761,482,4244
2001,"02","Puerto Rico",396,95,491,425,119,544
2013,"02","Puerto Rico",1125,254,1379,1197,271,1468
2005,"02","Puerto Rico",695,123,818,733,148,881
2016,"02","Puerto Rico",998,191,1189,1065,220,1284
2009,"02","Puerto Rico",572,112,684,612,128,740
2017,"02","Puerto Rico",1126,243,1370,1204,279,1482
2011,"02","Puerto Rico",660,146,806,705,159,864
2023,"02","Puerto Rico",4470,402,4872,4703,437,5140
2006,"02","Puerto Rico",600,131,730,638,156,794
2021,"02","Puerto Rico",3787,289,4077,4091,332,4423
2024,"03","Puerto Rico",4299,464,4763,3888,432,4320
2022,"03","Puerto Rico",6772,549,7320,6249,522,6772
2012,"03","Puerto Rico",1404,235,1639,1291,241,1532
2013,"03","Puerto Rico",1132,244,1376,1055,254,1309
2003,"03","Puerto Rico",575,152,727,579,160,739
2014,"03","Puerto Rico",1327,256,1583,1262,269,1531
2002,"03","Puerto Rico",543,105,648,552,114,666
2000,"03","Puerto Rico",605,85,690,622,97,719
2005,"03","Puerto Rico",721,154,875,696,162,857
2019,"03","Puerto Rico",2496,207,2703,2444,205,2649
2001,"03","Puerto Rico",453,105,558,463,116,579
2004,"03","Puerto Rico",590,120,710,583,127,709
2010,"03","Puerto Rico",630,144,774,578,144,722
2017,"03","Puerto Rico",1425,257,1682,1416,268,1684
2006,"03","Puerto Rico",698,151,849,661,158,819
2025,"03","Puerto Rico",3715,473,4188,3352,442,3794
2020,"03","Puerto Rico",746,134,880,718,125,843
2008,"03","Puerto Rico",380,114,494,353,118,471
2009,"03","Puerto Rico",671,153,824,619,154,773
2011,"03","Puerto Rico",837,183,1020,766,184,950
2021,"03","Puerto Rico",4774,346,5120,4484,327,4811
2016,"03","Puerto Rico",1067,244,1311,1056,259,1314
2023,"03","Puerto Rico",5292,468,5760,4805,436,5241
2007,"03","Puerto Rico",722,151,872,676,157,833
2018,"03","Puerto Rico",1923,233,2156,1910,240,2150
2015,"03","Puerto Rico",1263,198,1461,1227,212,1438
2000,"04","Puerto Rico",380,82,462,433,104,537
2005,"04","Puerto Rico",668,152,820,762,169,931
2020,"04","Puerto Rico",87,14,101,90,28,117
2025,"04","Puerto Rico",3408,437,3844,3366,431,3796
2019,"04","Puerto Rico",2367,197,2564,2459,214,2673
2012,"04","Puerto Rico",1108,197,1305,1188,223,1411
2024,"04","Puerto Rico",4501,450,4951,4469,442,4912
2006,"04","Puerto Rico",542,139,681,631,153,784
2002,"04","Puerto Rico",551,106,657,618,127,745
2007,"04","Puerto Rico",490,102,592,573,115,688
2023,"04","Puerto Rico",4886,471,5357,4894,465,5359
2014,"04","Puerto Rico",1099,239,1338,1195,267,1462
2008,"04","Puerto Rico",363,110,473,419,120,539
2013,"04","Puerto Rico",1240,193,1432,1339,222,1561
2016,"04","Puerto Rico",1060,241,1301,1145,262,1406
2009,"04","Puerto Rico",591,154,745,666,165,831
2018,"04","Puerto Rico",2158,224,2383,2268,242,2510
2017,"04","Puerto Rico",1244,253,1497,1325,271,1596
2021,"04","Puerto Rico",5785,448,6233,5901,454,6355
2010,"04","Puerto Rico",591,122,713,646,136,782
2003,"04","Puerto Rico",755,113,868,840,133,973
2001,"04","Puerto Rico",354,97,451,401,119,520
2011,"04","Puerto Rico",735,183,917,788,203,991
2004,"04","Puerto Rico",501,113,614,560,132,692
2022,"04","Puerto Rico",5243,437,5679,5289,435,5724
2015,"04","Puerto Rico",1064,201,1265,1152,226,1378
2007,"05","Puerto Rico",536,153,689,597,162,759
2000,"05","Puerto Rico",372,106,477,382,125,506
2024,"05","Puerto Rico",4026,461,4487,3583,424,4007
2002,"05","Puerto Rico",587,87,674,604,104,708
2020,"05","Puerto Rico",1405,176,1581,1312,139,1451
2010,"05","Puerto Rico",552,132,684,571,131,702
2025,"05","Puerto Rico",4104,495,4599,3675,460,4135
2011,"05","Puerto Rico",899,188,1087,901,184,1085
2005,"05","Puerto Rico",654,100,755,710,114,824
2001,"05","Puerto Rico",492,97,588,505,115,619
2019,"05","Puerto Rico",2518,232,2750,2396,200,2595
2022,"05","Puerto Rico",6425,497,6922,5809,457,6266
2017,"05","Puerto Rico",1441,273,1714,1383,254,1637
2008,"05","Puerto Rico",414,111,525,454,117,571
2015,"05","Puerto Rico",1408,183,1591,1342,170,1511
2006,"05","Puerto Rico",610,134,745,674,145,819
2018,"05","Puerto Rico",2436,284,2720,2335,260,2595
2021,"05","Puerto Rico",6246,492,6738,5752,451,6203
2013,"05","Puerto Rico",1461,273,1734,1400,264,1664
2016,"05","Puerto Rico",1112,205,1317,1059,191,1249
2014,"05","Puerto Rico",1223,286,1509,1162,276,1438
2003,"05","Puerto Rico",664,169,834,694,186,880
2012,"05","Puerto Rico",1206,249,1454,1172,242,1414
2023,"05","Puerto Rico",5337,464,5801,4775,424,5199
2004,"05","Puerto Rico",459,128,586,485,143,628
2009,"05","Puerto Rico",561,164,725,601,166,767
2014,"06","Puerto Rico",1044,245,1289,996,237,1233
2012,"06","Puerto Rico",1148,244,1393,1125,239,1364
2008,"06","Puerto Rico",425,111,536,429,101,530
2007,"06","Puerto Rico",700,187,887,708,178,886
2013,"06","Puerto Rico",1481,305,1785,1434,300,1734
2000,"06","Puerto Rico",402,102,504,413,129,541
2010,"06","Puerto Rico",571,156,727,577,150,727
2005,"06","Puerto Rico",645,166,811,660,172,831
2016,"06","Puerto Rico",1147,255,1403,1073,247,1320
2024,"06","Puerto Rico",3634,462,4096,3483,434,3917
2025,"06","Puerto Rico",3207,444,3651,3116,419,3535
2001,"06","Puerto Rico",499,99,598,515,126,640
2019,"06","Puerto Rico",2869,256,3125,2594,239,2834
2018,"06","Puerto Rico",2417,231,2648,2200,218,2417
2003,"06","Puerto Rico",529,103,632,554,125,680
2004,"06","Puerto Rico",519,114,634,540,129,669
2006,"06","Puerto Rico",710,166,876,720,163,883
2015,"06","Puerto Rico",1390,257,1648,1321,250,1571
2020,"06","Puerto Rico",3159,370,3529,2833,345,3178
2023,"06","Puerto Rico",5097,496,5594,4793,465,5259
2009,"06","Puerto Rico",586,172,758,594,164,759
2011,"06","Puerto Rico",921,172,1092,923,167,1090
2017,"06","Puerto Rico",1511,271,1782,1399,262,1661
2002,"06","Puerto Rico",609,82,692,637,108,745
2021,"06","Puerto Rico",6144,459,6602,5545,428,5973
2022,"06","Puerto Rico",6218,556,6774,5704,523,6227
2021,"07","Puerto Rico",5647,449,6096,6065,462,6527
